K,m,v,q
10023190,135150-07,1069,1
10023245,135130-22,1070,1
10023290,134130-05,1071,1
10023539,135150-17,1072,1
10023644,135130-22,1073,1
10023648,135150-06,1074,1
10023667,135150-07,1075,1
10023698,135150-15,1076,1
10023724,135150-02,1077,1
10023743,135130-22,1078,1
10023770,135150-17,1079,1
10023914,134130-05,1080,1
10023917,134130-05,1081,1
10023921,134130-35,1082,1
10023956,135130-22,1083,1
10024051,135150-02,1084,1
10024051,135150-06,1085,1
10024070,135150-10,1086,1
10024070,135150-12,1087,1
10024071,135150-02,1088,1
10024071,135150-06,1089,1
10024095,135130-22,1090,1
10024241,135130-22,1091,1
10025098,135150-02,1092,1
10025131,135130-22,1093,1
10025195,135120-08,1094,1
10025283,135130-22,1095,1
10025286,135120-08,1096,1
10025290,135120-08,1097,1
10025294,135120-08,1098,1
10025298,135150-07,1099,1
10025306,135150-02,1100,1
10025325,134130-35,1101,1
10025348,135150-07,1102,1
10025358,135100-07,1103,1
10025358,135100-07,1104,1
10025358,135100-07,1105,1
10025358,135100-07,1106,1
10025358,135100-07,1107,1
10025358,135100-07,1108,1
10025475,135150-17,1109,1
10025481,135150-07,1110,1
10025484,135130-22,1111,1
10025497,135150-02,1112,1
10025497,135150-17,1113,1
10025562,135120-08,1114,1
10025568,135150-07,1115,1
10025575,135130-25,1116,1
10025620,134130-08,1117,1
10025650,135130-25,1118,1
10025654,135150-06,1119,1
10025654,135150-15,1120,1
10025655,135120-08,1121,1
10025659,135120-08,1122,1
10025677,135100-02,1123,1
10025677,135100-02,1124,1
10025677,135100-02,1125,1
10025677,135100-04,1126,1
10025728,134130-05,1127,1
10025738,135150-02,1128,1
10025781,135150-02,1129,1
10025781,135150-06,1130,1
10025796,135150-15,1131,1
10025800,134130-08,1132,1
10025948,135150-02,1133,1
10025951,135120-08,1134,1
10025983,134130-08,1135,1
10025995,134130-03,1136,1
10026039,135150-02,1137,1
10026039,135150-17,1138,1
10026054,135150-17,1139,1
10026098,135120-12,1140,1
10026112,135150-07,1141,1
10026118,135120-19,1142,1
10026158,134130-35,1143,1
10026171,135150-06,1144,1
10026171,135150-15,1145,1
10026218,135120-12,1146,1
10026221,135120-12,1147,1
10026257,135120-12,1148,1
10026285,134130-08,1149,1
10026381,134130-05,1150,1
10026442,134130-08,1151,1
10026570,135150-06,1152,1
10026692,135120-12,1153,1
10026698,135120-19,1154,1
10026720,135120-12,1155,1
10026751,135120-12,1156,1
10026775,135150-07,1157,1
10027029,135150-07,1158,1
10027055,135150-07,1159,1
10027127,135130-22,1160,1
10027128,135150-07,1161,1
10027132,134130-35,1162,1
10027135,134130-04,1163,1
10027211,135150-14,1164,1
10027211,135150-15,1165,1
10027212,135150-14,1166,1
10027213,135150-14,1167,1
10027214,135150-14,1168,1
10027215,135150-15,1169,1
10027238,134130-04,1170,1
10027258,134130-04,1171,1
10027401,135130-22,1172,1
10027438,134130-04,1173,1
10027465,134130-04,1174,1
10027562,135150-06,1175,1
10027616,135130-22,1176,1
10027723,135130-22,1177,1
10028021,134130-02,1178,1
10028039,134130-02,1179,1
10028042,134130-01,1180,1
10028178,134130-01,1181,1
10028211,134130-01,1182,1
10033102,151310-01,1183,1
10033314,135150-06,1184,1
10035085,135120-08,1185,1
10035143,135150-17,1186,1
10035202,135120-08,1187,1
10035222,135150-06,1188,1
10035275,135130-18,1189,1
10035275,135130-19,1190,1
10035275,135130-25,1191,1
10047098,151040-04,1192,1
10047229,140500-02,1193,1
10047699,134130-36,1194,1
10048003,111640-03,1195,1
10049482,124500-03,1196,1
10049891,124600-10,1197,1
10055820,134130-08,1198,1
10058137,134130-05,1199,1
10060021,123470-20,1200,1
10060026,123470-20,1201,1
10060026,123470-20,1202,1
10060027,123470-20,1203,1
10060027,123470-20,1204,1
10060028,123470-20,1205,1
10060159,135150-02,1206,1
10060177,111190-01,1207,1
10060177,111190-01,1208,1
10060177,111190-01,1209,1
10060177,111190-03,1210,1
10060177,111190-03,1211,1
10060178,111190-01,1212,1
10060178,111190-01,1213,1
10060178,111190-01,1214,1
10060178,111190-03,1215,1
10060178,111190-03,1216,1
10060180,111190-01,1217,1
10060180,111190-01,1218,1
10060180,111190-01,1219,1
10060180,111190-03,1220,1
10060180,111190-03,1221,1
10060203,151210-01,1222,1
10060203,151210-01,1223,1
10060203,151210-02,1224,1
10060203,151210-02,1225,1
10060314,111140-01,1226,1
10060364,100470-08,1227,1
10060496,123530-09,1228,1
10060564,135120-01,1229,1
10060566,135120-01,1230,1
10060568,135120-15,1231,1
10060583,100630-20,1232,1
10060650,123090-01,1233,1
10060690,111580-01,1234,1
10060690,111580-04,1235,1
10060693,111580-07,1236,1
10060728,123540-05,1237,1
10060744,111580-01,1238,1
10060744,111580-04,1239,1
10060839,151450-01,1240,1
10060848,123530-05,1241,1
10060848,123530-05,1242,1
10060848,123530-05,1243,1
10060860,124950-15,1244,1
10060860,124950-15,1245,1
10060871,151140-02,1246,1
10060919,135150-02,1247,1
10060925,151210-53,1248,1
10060925,151210-53,1249,1
10060991,123420-18,1250,1
10060991,123420-18,1251,1
10061001,100470-06,1252,1
10061054,110980-01,1253,1
10061054,110980-01,1254,1
10061054,110980-01,1255,1
10061054,110980-01,1256,1
10061083,111260-02,1257,1
10061083,111260-02,1258,1
10061083,111260-03,1259,1
10061191,100470-08,1260,1
10061192,100600-01,1261,1
10061313,151450-11,1262,1
10061329,124870-03,1263,1
10061404,111240-16,1264,1
10061411,135130-38,1265,1
10061412,135130-22,1266,1
10061422,124930-12,1267,1
10061422,124930-12,1268,1
10061422,124930-12,1269,1
10061422,124930-12,1270,1
10061422,124930-12,1271,1
10061422,124930-12,1272,1
10061422,124930-12,1273,1
10061422,124930-12,1274,1
10061422,124930-13,1275,1
10061422,124930-13,1276,1
10061422,124930-13,1277,1
10061422,124930-13,1278,1
10061422,124930-13,1279,1
10061422,124930-13,1280,1
10061422,124930-13,1281,1
10061422,124930-13,1282,1
10061431,110980-01,1283,1
10061431,110980-01,1284,1
10061431,110980-01,1285,1
10061431,110980-01,1286,1
10061431,110980-01,1287,1
10061482,111190-02,1288,1
10061584,111190-03,1289,1
10061673,124950-15,1290,1
10061673,124950-15,1291,1
10061683,123410-25,1292,1
10061696,123410-15,1293,1
10061700,123410-15,1294,1
10061700,123410-15,1295,1
10061757,151450-01,1296,1
10061761,151450-01,1297,1
10061847,111220-05,1298,1
10061950,123020-03,1299,1
10061959,100680-10,1300,1
10061977,124600-12,1301,1
10062021,111360-01,1302,1
10062060,123540-05,1303,1
10062070,111350-13,1304,1
10062070,111350-13,1305,1
10062070,111350-13,1306,1
10062070,111350-13,1307,1
10062070,111350-13,1308,1
10062070,111350-14,1309,1
10062070,111350-14,1310,1
10062070,111350-14,1311,1
10062070,111350-14,1312,1
10062070,111350-14,1313,1
10062070,111350-14,1314,1
10062070,111350-14,1315,1
10062070,111350-14,1316,1
10062070,111350-14,1317,1
10062070,111350-14,1318,1
10062070,111350-14,1319,1
10062070,111350-14,1320,1
10062070,111350-14,1321,1
10062070,111350-14,1322,1
10062070,111350-14,1323,1
10062070,111350-14,1324,1
10062070,111350-14,1325,1
10062070,111350-14,1326,1
10062070,111350-14,1327,1
10062070,111350-14,1328,1
10062070,111350-14,1329,1
10062070,111350-14,1330,1
10062070,111350-14,1331,1
10062070,111350-14,1332,1
10062070,111350-14,1333,1
10062070,111350-14,1334,1
10062070,111350-16,1335,1
10062070,111350-16,1336,1
10062070,111350-16,1337,1
10062070,111350-16,1338,1
10062070,111350-16,1339,1
10062070,111350-16,1340,1
10062070,111350-16,1341,1
10062070,111350-16,1342,1
10062070,111350-16,1343,1
10062070,111350-16,1344,1
10062070,111350-16,1345,1
10062070,111350-16,1346,1
10062070,111350-16,1347,1
10062070,111350-16,1348,1
10062070,111350-16,1349,1
10062070,111350-16,1350,1
10062070,111350-16,1351,1
10062070,111350-16,1352,1
10062070,111350-16,1353,1
10062070,111350-16,1354,1
10062070,111350-16,1355,1
10062070,111350-16,1356,1
10062070,111350-16,1357,1
10062070,111350-16,1358,1
10062070,111350-16,1359,1
10062070,111350-16,1360,1
10062070,111350-16,1361,1
10062070,111350-16,1362,1
10062070,111350-16,1363,1
10062070,111350-16,1364,1
10062070,111350-16,1365,1
10062070,111350-16,1366,1
10062070,111350-16,1367,1
10062070,111350-16,1368,1
10062070,111350-16,1369,1
10062070,111350-16,1370,1
10062070,111350-16,1371,1
10062070,111350-16,1372,1
10062070,111350-16,1373,1
10062070,111350-17,1374,1
10062070,111350-17,1375,1
10062070,111350-17,1376,1
10062070,111350-17,1377,1
10062070,111350-17,1378,1
10062070,111350-17,1379,1
10062070,111350-17,1380,1
10062070,111350-17,1381,1
10062070,111350-17,1382,1
10062070,111350-17,1383,1
10062070,111350-17,1384,1
10062070,111350-17,1385,1
10062070,111350-17,1386,1
10062070,111350-17,1387,1
10062070,111350-17,1388,1
10062070,111350-17,1389,1
10062070,111350-17,1390,1
10062070,111350-17,1391,1
10062070,111350-17,1392,1
10062070,111350-17,1393,1
10062070,111350-17,1394,1
10062070,111350-17,1395,1
10062070,111350-17,1396,1
10062070,111350-17,1397,1
10062070,111350-17,1398,1
10062070,111350-17,1399,1
10062070,111350-17,1400,1
10062070,111350-17,1401,1
10062070,111350-17,1402,1
10062070,111350-17,1403,1
10062070,111350-17,1404,1
10062070,111350-17,1405,1
10062070,111350-18,1406,1
10062070,111350-18,1407,1
10062070,111350-18,1408,1
10062070,111350-18,1409,1
10062070,111350-18,1410,1
10062070,111350-18,1411,1
10062070,111350-18,1412,1
10062070,111350-18,1413,1
10062070,111350-18,1414,1
10062070,111350-18,1415,1
10062070,111350-18,1416,1
10062070,111350-18,1417,1
10062070,111350-18,1418,1
10062070,111350-18,1419,1
10062070,111350-18,1420,1
10062070,111350-18,1421,1
10062070,111350-18,1422,1
10062070,111350-18,1423,1
10062070,111350-18,1424,1
10062070,111400-03,1425,1
10062101,123540-05,1426,1
10062228,123080-12,1427,1
10062228,123080-15,1428,1
10062228,123080-06,1429,1
10062297,111450-04,1430,1
10062304,135150-02,1431,1
10062351,123540-05,1432,1
10062409,111680-01,1433,1
10062409,111680-01,1434,1
10062494,136060-10,1435,1
10062494,136060-10,1436,1
10062494,136060-11,1437,1
10062507,123590-01,1438,1
10062507,123590-01,1439,1
10062536,140320-01,1440,1
10062574,111580-04,1441,1
10062585,111580-04,1442,1
10062633,123540-10,1443,1
10062633,123540-12,1444,1
10062735,111220-05,1445,1
10062754,151140-01,1446,1
10062754,151140-01,1447,1
10062806,124870-01,1448,1
10062974,140330-02,1449,1
10063057,111640-03,1450,1
10063144,123590-04,1451,1
10063188,135130-33,1452,1
10063220,140330-04,1453,1
10063223,111560-05,1454,1
10063360,135100-01,1455,1
10063360,135100-08,1456,1
10063366,111190-02,1457,1
10063557,124870-03,1458,1
10063593,124930-70,1459,1
10063593,124930-70,1460,1
10063597,124600-04,1461,1
10063659,111500-02,1462,1
10063677,123540-06,1463,1
10063686,111800-01,1464,1
10063686,111800-01,1465,1
10063694,111230-06,1466,1
10063694,111260-11,1467,1
10063713,111230-06,1468,1
10063713,111230-06,1469,1
10063725,151450-02,1470,1
10063739,100660-01,1471,1
10063739,100660-01,1472,1
10063747,135100-08,1473,1
10063747,135100-21,1474,1
10063782,112020-01,1475,1
10063805,123530-05,1476,1
10063901,111190-01,1477,1
10063901,111190-03,1478,1
10063901,111190-03,1479,1
10063906,123510-05,1480,1
10063964,135130-33,1481,1
10064002,111150-02,1482,1
10064061,123530-05,1483,1
10064088,123540-08,1484,1
10064202,111260-01,1485,1
10064206,111030-07,1486,1
10064207,111260-02,1487,1
10064208,111260-01,1488,1
10064244,135150-10,1489,1
10064244,135150-16,1490,1
10064254,110320-07,1491,1
10064285,111500-01,1492,1
10064335,135130-09,1493,1
10064402,111230-06,1494,1
10064402,111230-06,1495,1
10064421,123510-05,1496,1
10064482,111260-02,1497,1
10064487,124600-04,1498,1
10064487,124600-06,1499,1
10064487,124600-12,1500,1
10064522,111700-03,1501,1
10064541,151450-02,1502,1
10064542,151450-02,1503,1
10064547,111220-03,1504,1
10064551,111150-07,1505,1
10064597,151330-05,1506,1
10064598,111680-01,1507,1
10064598,111680-01,1508,1
10064606,123520-07,1509,1
10064657,110980-01,1510,1
10064657,110980-01,1511,1
10064657,111190-01,1512,1
10064657,111190-01,1513,1
10064657,111190-01,1514,1
10064667,110980-02,1515,1
10064727,124210-01,1516,1
10064778,123590-05,1517,1
10064793,111190-01,1518,1
10064793,111190-01,1519,1
10064793,111190-01,1520,1
10064808,100610-70,1521,1
10064839,110980-02,1522,1
10064839,110980-02,1523,1
10064906,124930-17,1524,1
10064906,124930-17,1525,1
10064907,111190-01,1526,1
10064907,111190-01,1527,1
10064907,111190-01,1528,1
10064929,135150-12,1529,1
10065058,100470-08,1530,1
10065059,100470-08,1531,1
10065060,100470-06,1532,1
10065119,151540-01,1533,1
10065119,151540-01,1534,1
10065119,151540-02,1535,1
10065119,151540-02,1536,1
10065120,151540-01,1537,1
10065120,151540-01,1538,1
10065120,151540-02,1539,1
10065120,151540-02,1540,1
10065272,110980-01,1541,1
10065272,110980-01,1542,1
10065272,110980-01,1543,1
10065272,110980-01,1544,1
10065272,110980-02,1545,1
10065285,123590-08,1546,1
10065344,151450-01,1547,1
10065346,151450-01,1548,1
10065494,111190-01,1549,1
10065494,111190-01,1550,1
10065499,123020-85,1551,1
10065760,111190-03,1552,1
10065903,111240-06,1553,1
10065907,110980-01,1554,1
10065907,110980-01,1555,1
10065907,110980-01,1556,1
10065907,110980-01,1557,1
10065935,111160-01,1558,1
10065975,110980-01,1559,1
10065975,110980-01,1560,1
10065975,110980-01,1561,1
10065975,111190-01,1562,1
10065975,111190-01,1563,1
10065975,111190-01,1564,1
10065978,123590-03,1565,1
10066023,123080-05,1566,1
10066035,111640-03,1567,1
10066090,123530-05,1568,1
10066090,123530-05,1569,1
10066095,111230-06,1570,1
10066095,111230-06,1571,1
10066203,110980-01,1572,1
10066203,110980-01,1573,1
10066203,110980-01,1574,1
10066203,110980-01,1575,1
10066203,111190-01,1576,1
10066203,111190-01,1577,1
10066203,111190-01,1578,1
10066203,111190-03,1579,1
10066216,111190-02,1580,1
10066221,111190-01,1581,1
10066221,111190-01,1582,1
10066235,135100-01,1583,1
10066235,135100-08,1584,1
10066293,111190-02,1585,1
10066328,135150-16,1586,1
10066330,135150-03,1587,1
10066330,135150-16,1588,1
10066333,135150-10,1589,1
10066333,135150-16,1590,1
10066393,111390-03,1591,1
10066393,111390-03,1592,1
10066439,111190-01,1593,1
10066439,111190-01,1594,1
10066439,111190-01,1595,1
10066611,123080-15,1596,1
10066679,123530-09,1597,1
10066679,123530-09,1598,1
10066790,124870-07,1599,1
10066790,124870-07,1600,1
10066790,124870-16,1601,1
10066837,123080-15,1602,1
10067010,124600-06,1603,1
10067118,100470-08,1604,1
10067266,110980-01,1605,1
10067266,110980-01,1606,1
10067266,110980-01,1607,1
10067266,110980-01,1608,1
10067290,111190-03,1609,1
10067291,123550-09,1610,1
10067321,123590-05,1611,1
10067357,123080-13,1612,1
10067363,110980-02,1613,1
10067363,110980-02,1614,1
10067363,110980-02,1615,1
10067397,134130-03,1616,1
10067475,151450-02,1617,1
10067475,151450-02,1618,1
10067475,151450-05,1619,1
10067475,151450-05,1620,1
10067475,151450-11,1621,1
10067604,151210-53,1622,1
10067604,151210-53,1623,1
10067660,111230-06,1624,1
10067660,111230-06,1625,1
10067987,100680-10,1626,1
10067988,123550-11,1627,1
10068024,111190-01,1628,1
10068024,111190-01,1629,1
10068024,111190-01,1630,1
10068205,100410-04,1631,1
10068205,100410-04,1632,1
10068251,151210-45,1633,1
10068315,123550-11,1634,1
10068328,151450-01,1635,1
10068328,151450-01,1636,1
10068328,151450-01,1637,1
10068328,151450-01,1638,1
10068328,151450-01,1639,1
10068328,151450-01,1640,1
10068328,151450-01,1641,1
10068328,151450-01,1642,1
10068328,151450-01,1643,1
10068328,151450-01,1644,1
10068328,151450-01,1645,1
10068328,151450-01,1646,1
10068328,151450-01,1647,1
10068328,151450-01,1648,1
10068328,151450-01,1649,1
10068493,123530-02,1650,1
10068498,123540-10,1651,1
10068498,123540-12,1652,1
10068514,123570-04,1653,1
10068571,111610-04,1654,1
10068619,151550-04,1655,1
10068619,151550-05,1656,1
10068659,111260-11,1657,1
10068659,111260-11,1658,1
10068731,151330-09,1659,1
10068749,151550-01,1660,1
10068815,123510-02,1661,1
10068978,151550-02,1662,1
10068978,151550-03,1663,1
10068995,151560-01,1664,1
10068995,151560-01,1665,1
10069082,140040-15,1666,1
10069119,111220-12,1667,1
10069155,111640-03,1668,1
10069155,111640-08,1669,1
10069231,111450-08,1670,1
10069256,135100-21,1671,1
10069415,100630-30,1672,1
10069490,124930-12,1673,1
10069490,124930-12,1674,1
10069490,124930-12,1675,1
10069490,124930-12,1676,1
10069490,124930-12,1677,1
10069490,124930-12,1678,1
10069490,124930-12,1679,1
10069490,124930-12,1680,1
10069490,124930-13,1681,1
10069490,124930-13,1682,1
10069490,124930-13,1683,1
10069490,124930-13,1684,1
10069490,124930-13,1685,1
10069490,124930-13,1686,1
10069490,124930-13,1687,1
10069490,124930-13,1688,1
10069515,189080-02,1689,1
10069633,110980-01,1690,1
10069633,110980-01,1691,1
10069633,110980-01,1692,1
10069633,110980-01,1693,1
10069643,151450-01,1694,1
10069644,151450-05,1695,1
10069663,100610-10,1696,1
10069663,100610-10,1697,1
10069726,123080-05,1698,1
10069741,111700-09,1699,1
10069784,100680-10,1700,1
10069880,135100-21,1701,1
10069880,135100-21,1702,1
10069909,123020-72,1703,1
10069924,124930-12,1704,1
10069924,124930-12,1705,1
10069924,124930-12,1706,1
10069924,124930-12,1707,1
10069924,124930-12,1708,1
