P,u
111190-03_10017925_0202,72011.844
111190-01_10017927_0101,47230.284
111190-01_10017927_0106,47230.284
111190-01_10017927_0112,47230.284
111190-03_10017927_0201,71345.148
111190-03_10017927_0202,71345.148
111240-12_10017937_0100,8640.0
111190-01_10017954_0101,42486.012
111190-01_10017954_0105,42486.012
111190-01_10017954_0111,42486.012
111190-03_10017954_0201,47963.124
111190-03_10017954_0203,47963.124
111190-01_10017955_0101,82979.232
111190-01_10017955_0104,82979.232
111190-01_10017955_0109,82979.232
111190-03_10017955_0201,54913.836
111190-03_10017955_0202,54913.836
110980-01_10017956_0700,301080.0
110980-01_10017956_0701,301080.0
110980-01_10017956_0703,301080.0
110980-01_10017956_0704,301080.0
111190-01_10017956_0101,48323.58
111190-01_10017956_0102,48323.58
111190-01_10017956_0103,48323.58
111190-03_10017956_0300,48835.224
111190-03_10017956_0301,48835.224
111220-05_10018039_0500,9000.0
110980-01_10018113_0700,225720.0
110980-01_10018113_0701,225720.0
110980-01_10018113_0703,225720.0
110980-01_10018113_0704,225720.0
111190-01_10018113_0101,57968.58
111190-01_10018113_0102,57968.58
123410-15_10018312_0200,37756.08
111190-01_10018369_0101,40715.76
111190-01_10018369_0106,40715.76
111190-01_10018369_0108,40715.76
123530-04_10018641_0800,12085.8
123530-04_10018641_0801,12085.8
110980-01_10018649_0700,177591.6
110980-01_10018649_0701,177591.6
110980-01_10018649_0702,177591.6
110980-01_10018649_0705,177591.6
135120-01_10018718_0100,2066.088
135120-07_10018719_0100,3680.4
111190-01_10018741_0101,46926.948
111190-01_10018741_0106,46926.948
111190-01_10018741_0111,46926.948
111190-03_10018741_0201,37488.42
111190-03_10018741_0202,37488.42
123550-09_10018770_1100,1884.0
123550-10_10018770_1000,2244.0
123510-02_10018799_1000,11340.0
100620-01_10018821_0210,467.998716
111500-01_10018823_0100,2450.004
123550-02_10018866_1000,72.0
124600-12_10018887_0400,803.652
123540-10_10018920_0100,5940.0
123540-12_10018920_0300,3000.06
123410-15_10018927_0200,32160.0
111240-18_10018932_0300,2832.0
110980-01_10018952_0700,154680.0
110980-01_10018952_0701,154680.0
110980-01_10018952_0702,154680.0
110980-01_10018952_0704,154680.0
110980-02_10018952_0200,31800.0
110980-02_10018952_0201,31800.0
123410-15_10018958_0200,31142.88
111190-01_10019023_0101,18612.924
111190-01_10019023_0104,18612.924
111190-01_10019023_0106,18612.924
123590-05_10019086_0400,2076.0
100680-10_10019147_0210,251.99930399999997
111190-01_10019261_0100,36771.708
111190-01_10019261_0101,36771.708
111190-01_10019261_0102,36771.708
111190-01_10019261_0103,36771.708
111220-03_10019270_0300,14400.0
110980-01_10019320_0700,187920.0
110980-03_10019320_0100,42000.0
124500-02_10019348_0300,2400.0
123540-08_10019410_0500,8400.732
123510-02_10019448_1000,12240.0
110980-01_10019451_0100,375360.0
110980-01_10019451_0101,375360.0
110980-01_10019451_0102,375360.0
110980-01_10019451_0103,375360.0
110980-01_10019451_0104,375360.0
110980-01_10019451_0700,375360.0
111190-01_10019490_0100,35890.188
111190-01_10019490_0105,35890.188
111190-01_10019490_0108,35890.188
111190-03_10019490_0300,34544.088
111190-03_10019490_0301,34544.088
124930-17_10019504_170A,2820.336
124930-17_10019504_170B,2820.336
124930-17_10019504_170C,2820.336
123080-05_10019540_0300,13904.172
110980-01_10019699_0700,99240.0
110980-01_10019699_0702,99240.0
110980-01_10019699_0704,99240.0
110980-01_10019699_0705,99240.0
110980-02_10019699_0200,22080.0
124210-01_10019770_1000,155064.0
100610-70_10019844_0210,881.997588
124870-03_10019947_0500,1650.528
135130-24_10020052_0400,2880.0
135130-24_10020074_0400,1557.336
135130-08_10020097_0100,1167.996
135150-07_10020100_0200,1234.98
123470-20_10020101_0300,1039.2
135130-24_10020108_0400,2336.004
134130-35_10020175_1500,993.6
135150-07_10020204_0200,1344.756
135100-01_10020273_0400,1283.04
135150-07_10020317_0400,686.1
135150-02_10020342_0300,638.4
135150-17_10020342_0800,764.52
135150-06_10020408_0600,723.6
135130-29_10020431_0500,456.0
135150-07_10020445_0400,1646.64
135150-06_10020486_0300,1085.4
135150-02_10020539_0300,638.4
135150-17_10020539_0800,764.52
134130-05_10020557_1700,3173.928
134130-05_10020648_1400,1936.416
135150-07_10020780_0200,1646.64
135130-24_10020881_0400,3072.0
135130-08_10020903_0100,1167.996
135130-24_10020917_0400,1557.336
135130-29_10020920_0500,2280.0
135130-08_10020938_0100,1167.996
135130-24_10020940_0400,1557.336
151310-01_10022257_0400,789.264
134130-05_10022275_1700,4099.2
135150-02_10022300_0500,638.4
134130-05_10022315_1400,2702.232
134130-08_10022460_1400,486.672
135150-02_10022470_0600,702.24
151310-01_10022552_0300,728.496
135150-07_10023190_0200,960.54
135130-22_10023245_0400,1271.424
134130-05_10023290_1700,1607.952
135150-17_10023539_0300,764.52
135130-22_10023644_0400,1271.424
135150-06_10023648_0700,1085.4
135150-07_10023667_0200,1097.76
135150-15_10023698_0500,946.8
135150-02_10023724_0300,798.0
135130-22_10023743_0400,1271.424
135150-17_10023770_0800,764.52
134130-05_10023914_1700,2651.676
134130-05_10023917_1400,1794.732
134130-35_10023921_1300,981.12
135130-22_10023956_0400,1271.424
135150-02_10024051_0300,638.4
135150-06_10024051_0200,940.68
135150-10_10024070_0200,174.48
135150-12_10024070_0400,287.1
135150-02_10024071_0400,212.592
135150-06_10024071_0500,1085.4
135130-22_10024095_0400,1271.424
135130-22_10024241_0400,1271.424
135150-02_10025098_0300,798.0
135130-22_10025131_0400,1271.424
135120-08_10025195_0200,3255.0
135130-22_10025283_0400,1271.424
135120-08_10025286_0200,3348.0
135120-08_10025290_0200,3348.0
135120-08_10025294_0200,3348.0
135150-07_10025298_0200,1166.376
135150-02_10025306_0300,798.0
134130-35_10025325_1500,1296.0
135150-07_10025348_0200,1344.756
135100-07_10025358_0300,3350.004
135100-07_10025358_0400,3350.004
135100-07_10025358_0600,3350.004
135100-07_10025358_0700,3350.004
135100-07_10025358_0800,3350.004
135100-07_10025358_0900,3350.004
135150-17_10025475_0800,664.8
135150-07_10025481_0200,1097.76
135130-22_10025484_0400,1271.424
135150-02_10025497_0500,798.0
135150-17_10025497_0800,764.52
135120-08_10025562_0200,3348.0
135150-07_10025568_0200,1646.64
135130-25_10025575_0400,380.868
134130-08_10025620_1400,3788.112
135130-25_10025650_0400,507.828
135150-06_10025654_0400,1085.4
135150-15_10025654_0300,1420.2
135120-08_10025655_0200,2678.4
135120-08_10025659_0100,3348.0
135100-02_10025677_0100,3978.24
135100-02_10025677_0200,3978.24
135100-02_10025677_0300,3978.24
135100-04_10025677_0600,2393.52
134130-05_10025728_1700,1541.76
135150-02_10025738_0400,798.0
135150-02_10025781_0500,798.0
135150-06_10025781_0400,542.7
135150-15_10025796_0600,1136.16
134130-08_10025800_1400,1334.856
135150-02_10025948_0300,798.0
135120-08_10025951_0200,2678.4
134130-08_10025983_1400,1471.68
134130-03_10025995_1400,1371.132
135150-02_10026039_0500,798.0
135150-17_10026039_0800,764.52
135150-17_10026054_0800,764.52
135120-12_10026098_0500,1770.996
135150-07_10026112_0200,1646.64
135120-19_10026118_0100,6184.62
134130-35_10026158_1500,1296.0
135150-06_10026171_0400,1085.4
135150-15_10026171_0300,1420.2
135120-12_10026218_0100,3036.0
135120-12_10026221_0100,3036.0
135120-12_10026257_0100,3036.0
134130-08_10026285_1400,4671.996
134130-05_10026381_1400,1962.24
134130-08_10026442_1400,1946.664
135150-06_10026570_0200,940.68
135120-12_10026692_0200,3036.0
135120-19_10026698_0100,6099.312
135120-12_10026720_0200,3060.6
135120-12_10026751_0100,3036.0
135150-07_10026775_0300,1344.756
135150-07_10027029_0200,686.1
135150-07_10027055_0200,1646.64
135130-22_10027127_0400,1070.676
135150-07_10027128_0300,1344.756
134130-35_10027132_1500,1152.0
134130-04_10027135_1400,1527.744
135150-14_10027211_0600,1402.776
135150-15_10027211_0200,1262.4
135150-14_10027212_0200,1402.776
135150-14_10027213_0200,1402.776
135150-14_10027214_0200,1402.776
135150-15_10027215_0100,1578.0
134130-04_10027238_1400,1887.636
134130-04_10027258_1400,1797.6
135130-22_10027401_0400,803.004
134130-04_10027438_1400,2002.284
134130-04_10027465_1400,1868.796
135150-06_10027562_0200,940.68
135130-22_10027616_0400,1003.764
135130-22_10027723_0400,1003.764
134130-02_10028021_1400,3083.52
134130-02_10028039_1400,1435.236
134130-01_10028042_1300,2002.284
134130-01_10028178_1400,700.8
134130-01_10028211_1300,1533.0
151310-01_10033102_0300,251.94
135150-06_10033314_0200,940.68
135120-08_10035085_0200,2697.0
135150-17_10035143_0800,764.52
135120-08_10035202_0200,2678.4
135150-06_10035222_0200,868.32
135130-18_10035275_0500,262.8
135130-19_10035275_0200,1015.656
135130-25_10035275_0400,1015.656
151040-04_10047098_0200,1284.0
140500-02_10047229_0100,143636.796
134130-36_10047699_1300,4776.648
111640-03_10048003_0300,6088.2
124500-03_10049482_0100,26499.99996
124600-10_10049891_0100,2949.996
134130-08_10055820_1300,700.8
134130-05_10058137_1300,6540.804
135150-02_10060159_0300,798.0
111190-01_10060177_0100,47021.544
111190-01_10060177_0103,47021.544
111190-01_10060177_0109,47021.544
111190-03_10060177_0201,41349.408
111190-03_10060177_0202,41349.408
111190-01_10060178_0100,41240.208
111190-01_10060178_0104,41240.208
111190-01_10060178_0109,41240.208
111190-03_10060178_0301,28592.676
111190-03_10060178_0302,28592.676
111190-01_10060180_0100,39887.904
111190-01_10060180_0105,39887.904
111190-01_10060180_0108,39887.904
111190-03_10060180_0300,39766.248
111190-03_10060180_0301,39766.248
100470-08_10060364_0110,5400.0
123530-09_10060496_0800,10691.736
135120-01_10060564_0100,2188.236
135120-01_10060566_0100,2468.568
135120-15_10060568_0200,1311.996
100630-20_10060583_0310,71.999808
123090-01_10060650_0100,60000.0
111580-01_10060690_0500,9751.836
111580-04_10060690_0400,3058.764
111580-07_10060693_0100,4554.0
123540-05_10060728_0100,4800.0
111580-01_10060744_0500,8805.468
111580-04_10060744_0400,2722.5
151450-01_10060839_0100,28800.0
123530-05_10060848_0800,14346.576
123530-05_10060848_0801,14346.576
123530-05_10060848_0802,14346.576
124950-15_10060860_0200,5640.0
124950-15_10060860_0210,5640.0
135150-02_10060919_0600,798.0
123420-18_10060991_0500,7051.418004
123420-18_10060991_0600,7051.418004
100470-06_10061001_0110,600.0
110980-01_10061054_0700,140400.0
110980-01_10061054_0701,140400.0
110980-01_10061054_0703,140400.0
110980-01_10061054_0704,140400.0
111260-02_10061083_0709,252634.704
111260-02_10061083_0710,252634.704
111260-03_10061083_0700,133926.276
100470-08_10061191_0110,7201.2
100600-01_10061192_0310,159.600636
151450-11_10061313_0100,3300.0
124870-03_10061329_0500,6300.0
111240-16_10061404_0200,2160.0
135130-38_10061411_0200,144.288
135130-22_10061412_0400,1271.424
124930-12_10061422_120A,2327.268
124930-12_10061422_120B,2327.268
124930-12_10061422_120C,2327.268
124930-12_10061422_120D,2327.268
124930-12_10061422_121A,2327.268
124930-12_10061422_121B,2327.268
124930-12_10061422_121C,2327.268
124930-12_10061422_121D,2327.268
124930-13_10061422_130A,2323.044
124930-13_10061422_130B,2323.044
124930-13_10061422_130C,2323.044
124930-13_10061422_130D,2323.044
124930-13_10061422_131A,2323.044
124930-13_10061422_131B,2323.044
124930-13_10061422_131C,2323.044
124930-13_10061422_131D,2323.044
110980-01_10061431_0800,147720.0
110980-01_10061431_0801,147720.0
110980-01_10061431_0802,147720.0
110980-01_10061431_0803,147720.0
110980-01_10061431_0804,147720.0
111190-02_10061482_0100,10840.5
111190-03_10061584_0300,31555.008
124950-15_10061673_0300,6360.0
124950-15_10061673_0310,6360.0
123410-25_10061683_0300,9564.0
123410-15_10061696_0200,35866.66667
123410-15_10061700_0200,40533.36
123410-15_10061700_0210,40533.36
151450-01_10061757_0100,33120.0
151450-01_10061761_0100,38880.0
111220-05_10061847_0500,5880.0
123020-03_10061950_0700,3216.0
100680-10_10061959_0210,240.0
124600-12_10061977_0400,942.852
123540-05_10062060_0100,2400.756
123540-05_10062101_0100,3380.4
123080-12_10062228_0400,3600.0
123080-15_10062228_0500,3600.0
123080-06_10062228_0600,3600.0
111450-04_10062297_0201,2073.996
135150-02_10062304_0200,798.0
123540-05_10062351_0100,900.0
136060-10_10062494_0200,234.85714800000002
136060-10_10062494_0300,234.85714800000002
136060-11_10062494_0300,234.85714800000002
123590-01_10062507_0100,60480.0
123590-01_10062507_0101,60480.0
111580-04_10062574_0400,1342.956
111580-04_10062585_0400,3224.568
123540-10_10062633_0100,1800.0
123540-12_10062633_0200,1500.18
111220-05_10062735_0500,10982.4
124870-01_10062806_0600,7437.492
140330-02_10062974_0200,152040.0
111640-03_10063057_0300,4700.00004
123590-04_10063144_0200,1056.0
135130-33_10063188_0400,676.9090920000001
140330-04_10063220_0200,90720.0
111560-05_10063223_0100,6600.0
135100-01_10063360_0600,1350.564
135100-08_10063360_0700,1125.468
111190-02_10063366_0100,15176.7
124870-03_10063557_0100,4800.0
124930-70_10063593_7000,2220.408
124930-70_10063593_7010,2220.408
124600-04_10063597_0400,639.996
111500-02_10063659_0200,1699.2
123540-06_10063677_0200,15000.0
111230-06_10063694_0600,29228.616
111260-11_10063694_0500,148857.0
111230-06_10063713_0100,37529.544
111230-06_10063713_0200,37529.544
151450-02_10063725_0100,16560.0
100660-01_10063739_0210,144.000792
100660-01_10063739_0220,144.000792
135100-08_10063747_0500,1155.0
135100-21_10063747_0600,1302.0
112020-01_10063782_0200,10524.996
123530-05_10063805_0800,24452.928
111190-01_10063901_0102,27016.704
111190-03_10063901_0300,25492.128
111190-03_10063901_0301,25492.128
123510-05_10063906_1000,4608.0
135130-33_10063964_0200,280.32
111150-02_10064002_0200,23325.0
123530-05_10064061_0800,11273.664
123540-08_10064088_0300,8400.0
111260-01_10064202_0500,53028.24
111030-07_10064206_1000,9013.692
111260-02_10064207_0500,176449.356
111260-01_10064208_0500,43580.184
135150-10_10064244_0300,174.48
135150-16_10064244_0800,351.0
110320-07_10064254_0100,15000.0
111500-01_10064285_0200,3996.0
135130-09_10064335_0200,1288.704
111230-06_10064402_0100,40241.736
111230-06_10064402_0200,40241.736
123510-05_10064421_1000,17232.0
111260-02_10064482_0500,176840.04
124600-04_10064487_0100,3361.2
124600-06_10064487_0500,5000.4
124600-12_10064487_0600,1041.42
111700-03_10064522_0500,2180.304
151450-02_10064541_0100,18000.0
151450-02_10064542_0100,20880.0
111220-03_10064547_0300,5520.0
111150-07_10064551_0100,25000.0
123520-07_10064606_0100,24000.0
110980-01_10064657_0700,81000.0
110980-01_10064657_0703,81000.0
111190-01_10064657_0101,21959.064
111190-01_10064657_0104,21959.064
111190-01_10064657_0105,21959.064
110980-02_10064667_0700,12480.0
123590-05_10064778_0400,2328.0
111190-01_10064793_0101,29329.344
111190-01_10064793_0103,29329.344
111190-01_10064793_0110,29329.344
100610-70_10064808_0210,719.980272
110980-02_10064839_0700,12480.0
110980-02_10064839_0701,12480.0
124930-17_10064906_1700,2346.672
124930-17_10064906_1710,2346.672
111190-01_10064907_0101,24991.776
111190-01_10064907_0106,24991.776
111190-01_10064907_0110,24991.776
135150-12_10064929_0400,334.932
100470-08_10065058_0110,9000.0
100470-08_10065059_0110,5400.0
100470-06_10065060_0110,5400.0
110980-01_10065272_0700,220080.0
110980-01_10065272_0701,220080.0
110980-01_10065272_0702,220080.0
110980-01_10065272_0704,220080.0
110980-02_10065272_0200,52320.0
123590-08_10065285_0300,6492.0
151450-01_10065344_0100,31200.0
151450-01_10065346_0100,31200.0
111190-01_10065494_0103,28156.164
111190-01_10065494_0107,28156.164
123020-85_10065499_0700,421.94634
111190-03_10065760_0300,23215.704
111240-06_10065903_0300,1920.0
110980-01_10065907_0700,175440.0
110980-01_10065907_0702,175440.0
110980-01_10065907_0704,175440.0
110980-01_10065907_0705,175440.0
110980-01_10065975_0500,163200.0
110980-01_10065975_0501,163200.0
110980-01_10065975_0502,163200.0
111190-01_10065975_0101,39552.456
111190-01_10065975_0105,39552.456
111190-01_10065975_0111,39552.456
123590-03_10065978_0500,12300.0
123080-05_10066023_0100,13454.496
111640-03_10066035_0300,7350.0
123530-05_10066090_0800,16452.612
123530-05_10066090_0801,16452.612
111230-06_10066095_0100,37300.668
111230-06_10066095_0200,37300.668
110980-01_10066203_0700,168481.2
110980-01_10066203_0701,168481.2
110980-01_10066203_0702,168481.2
110980-01_10066203_0704,168481.2
111190-01_10066203_0100,48858.912
111190-01_10066203_0101,48858.912
111190-01_10066203_0102,48858.912
111190-03_10066203_0300,39362.844
111190-02_10066216_0100,10840.5
111190-01_10066221_0101,19388.46
111190-01_10066221_0102,19388.46
135100-01_10066235_0700,1641.6
135100-08_10066235_0800,1368.0
111190-02_10066293_0100,13967.7
135150-16_10066328_0800,351.0
135150-03_10066330_0200,1381.8
135150-16_10066330_0800,351.0
135150-10_10066333_0300,174.48
135150-16_10066333_0800,351.0
111390-03_10066393_0210,160749.396
111390-03_10066393_0410,160749.396
111190-01_10066439_0101,30795.276
111190-01_10066439_0102,30795.276
111190-01_10066439_0103,30795.276
123080-15_10066611_0300,4191.204
