K,P,C,r_x
10851404,123680-08_10851404_0300,23379,100.0
10851404,123680-08_10851404_0300,23380,100.0
10851404,123680-08_10851404_0300,23381,100.0
10851404,123680-08_10851404_0300,23382,100.0
10851404,123680-08_10851404_0300,23383,100.0
10851404,123680-08_10851404_0300,23384,100.0
10851404,123680-08_10851404_0300,23385,100.0
10851404,123680-08_10851404_0300,23386,100.0
10851404,123680-08_10851404_0300,23387,100.0
10851476,123590-08_10851476_0100,23388,100.0
10851476,123590-08_10851476_0100,23389,100.0
10851476,123590-08_10851476_0100,23390,100.0
10851476,123590-08_10851476_0100,23391,100.0
10851476,123590-08_10851476_0100,23392,100.0
10851568,123530-01_10851568_0100,23393,100.0
10851568,123530-01_10851568_0100,23394,100.0
10851568,123530-01_10851568_0100,23395,100.0
10851568,123530-01_10851568_0100,23396,100.0
10851568,123530-03_10851568_0300,23397,100.0
10851568,123530-03_10851568_0300,23398,100.0
10851568,123530-03_10851568_0300,23399,100.0
10851568,123530-03_10851568_0300,23400,100.0
10851613,134130-36_10851613_1500,23401,100.0
10851654,135150-12_10851654_0100,23402,100.0
10851654,135150-12_10851654_0100,23403,100.0
10851994,111190-03_10851994_0300,23404,100.0
10851994,111190-03_10851994_0300,23405,100.0
10851994,111190-03_10851994_0300,23406,100.0
10851994,111190-03_10851994_0300,23407,100.0
10851994,111190-03_10851994_0300,23408,100.0
10852161,111350-14_10852161_6408,23409,100.0
10852161,111350-14_10852161_6408,23410,100.0
10852161,111350-14_10852161_6408,23411,100.0
10852161,111350-14_10852161_6408,23412,100.0
10852161,111350-14_10852161_6408,23413,100.0
10852161,111350-14_10852161_6408,23414,100.0
10852181,111120-07_10852181_0300,23415,100.0
10852181,111120-07_10852181_0300,23416,100.0
10852181,111120-07_10852181_0300,23417,100.0
10852181,111120-07_10852181_0300,23418,100.0
10852181,111120-07_10852181_0300,23419,100.0
10852524,100650-01_10852524_0110,23420,100.0
10852524,100650-01_10852524_0110,23421,100.0
10852524,100650-01_10852524_0110,23422,100.0
10852524,100650-01_10852524_0110,23423,100.0
10852524,100650-01_10852524_0110,23424,100.0
10852524,100650-01_10852524_0110,23425,100.0
10852524,100650-01_10852524_0120,23426,100.0
10852524,100650-01_10852524_0120,23427,100.0
10852524,100650-01_10852524_0120,23428,100.0
10852524,100650-01_10852524_0120,23429,100.0
10852524,100650-01_10852524_0120,23430,100.0
10852524,100650-01_10852524_0120,23431,100.0
10852775,100600-01_10852775_0110,23432,100.0
10852775,100600-01_10852775_0110,23433,100.0
10852775,100600-01_10852775_0110,23434,100.0
10852775,100600-01_10852775_0110,23435,100.0
10852775,100600-01_10852775_0110,23436,100.0
10856383,111350-16_10856383_6609,23437,100.0
10856383,111350-16_10856383_6609,23438,100.0
10856383,111350-16_10856383_6609,23439,100.0
10856383,111350-16_10856383_6609,23440,100.0
10856416,111350-14_10856416_6408,23441,100.0
10856416,111350-14_10856416_6408,23442,100.0
10856416,111350-14_10856416_6408,23443,100.0
10856416,111350-14_10856416_6408,23444,100.0
10856416,111350-14_10856416_6408,23445,100.0
10857100,111230-06_10857100_0200,23446,100.0
10857100,111230-06_10857100_0200,23447,100.0
10857100,111230-06_10857100_0200,23448,100.0
10857100,111230-06_10857100_0200,23449,100.0
10857100,111230-06_10857100_0200,23450,100.0
10857100,111230-06_10857100_0200,23451,100.0
10857100,111230-06_10857100_0200,23452,100.0
10857100,111230-06_10857100_0200,23453,100.0
10857100,111230-06_10857100_0200,23454,100.0
10857100,111230-06_10857100_0200,23455,100.0
10857100,111230-06_10857100_0200,23456,100.0
10857100,111230-06_10857100_0200,23457,100.0
10857100,111230-06_10857100_0200,23458,100.0
10857100,111230-06_10857100_0200,23459,100.0
10857100,111230-06_10857100_0200,23460,100.0
10857100,111230-06_10857100_0200,23461,100.0
10857100,111230-06_10857100_0200,23462,100.0
10857100,111230-06_10857100_0200,23463,100.0
10857100,111230-06_10857100_0200,23464,100.0
10857100,111230-06_10857100_0400,23465,100.0
10857100,111230-06_10857100_0400,23466,100.0
10857100,111230-06_10857100_0400,23467,100.0
10857100,111230-06_10857100_0400,23468,100.0
10857100,111230-06_10857100_0400,23469,100.0
10857100,111230-06_10857100_0400,23470,100.0
10857100,111230-06_10857100_0400,23471,100.0
10857100,111230-06_10857100_0400,23472,100.0
10857100,111230-06_10857100_0400,23473,100.0
10857100,111230-06_10857100_0400,23474,100.0
10857100,111230-06_10857100_0400,23475,100.0
10857100,111230-06_10857100_0400,23476,100.0
10857100,111230-06_10857100_0400,23477,100.0
10857100,111230-06_10857100_0400,23478,100.0
10857100,111230-06_10857100_0400,23479,100.0
10857100,111230-06_10857100_0400,23480,100.0
10857100,111230-06_10857100_0400,23481,100.0
10857100,111230-06_10857100_0400,23482,100.0
10857100,111230-06_10857100_0400,23483,100.0
10857359,135150-10_10857359_0200,23484,100.0
10857359,135150-10_10857359_0200,23485,100.0
10857359,135150-10_10857359_0200,23486,100.0
10857451,136040-15_10857451_0100,23487,100.0
10857451,136040-15_10857451_0100,23488,100.0
10857451,136040-15_10857451_0100,23489,100.0
10857451,136040-15_10857451_0100,23490,100.0
10860384,111990-01_10860384_0100,23491,100.0
10860384,111990-01_10860384_0100,23492,100.0
10860384,111990-01_10860384_0100,23493,100.0
10860384,111990-01_10860384_0100,23494,100.0
10860384,111990-01_10860384_0100,23495,100.0
10860384,111990-01_10860384_0100,23496,100.0
10860384,111990-01_10860384_0100,23497,100.0
10860384,111990-01_10860384_0300,23498,100.0
10860384,111990-01_10860384_0300,23499,100.0
10860384,111990-01_10860384_0300,23500,100.0
10860384,111990-01_10860384_0300,23501,100.0
10860384,111990-01_10860384_0300,23502,100.0
10860384,111990-01_10860384_0300,23503,100.0
10860384,111990-01_10860384_0300,23504,100.0
10860880,100600-01_10860880_0110,23505,100.0
10860884,111860-40_10860884_0070,23506,100.0
10860884,111860-40_10860884_0070,23507,100.0
10860884,111860-40_10860884_0070,23508,100.0
10860884,111860-40_10860884_0070,23509,100.0
10860884,111860-40_10860884_0081,23510,100.0
10860884,111860-40_10860884_0081,23511,100.0
10860884,111860-40_10860884_0081,23512,100.0
10860884,111860-40_10860884_0081,23513,100.0
10861621,111700-11_10861621_0100,23515,100.0
10861621,111700-11_10861621_0100,23516,100.0
10861788,124600-06_10861788_0300,23517,100.0
10861788,124600-06_10861788_0300,23518,100.0
10861977,111230-06_10861977_1111,23519,100.0
10861977,111230-06_10861977_1111,23520,100.0
10861977,111230-06_10861977_1111,23521,100.0
10861977,111230-06_10861977_1111,23522,100.0
10861977,111230-06_10861977_1111,23523,100.0
10861977,111230-06_10861977_1111,23524,100.0
10861977,111230-06_10861977_1111,23525,100.0
10861977,111230-06_10861977_1111,23526,100.0
10861977,111230-06_10861977_1111,23527,100.0
10861977,111230-06_10861977_1111,23528,100.0
10861977,111230-06_10861977_1111,23529,100.0
10861977,111230-06_10861977_1111,23530,100.0
10861977,111230-06_10861977_1111,23531,100.0
10861977,111230-06_10861977_1111,23532,100.0
10861977,111230-06_10861977_1111,23533,100.0
10861977,111230-06_10861977_1111,23534,100.0
10862129,123680-05_10862129_0100,23535,100.0
10862129,123680-05_10862129_0100,23536,100.0
10862195,100630-10_10862195_0110,23537,100.0
10862195,100630-10_10862195_0110,23538,100.0
10862195,100630-10_10862195_0110,23539,100.0
10862195,100630-10_10862195_0110,23540,100.0
10862196,100630-10_10862196_0110,23541,100.0
10862196,100630-10_10862196_0110,23542,100.0
10862196,100630-10_10862196_0110,23543,100.0
10862196,100630-10_10862196_0110,23544,100.0
10863162,151450-01_10863162_0100,23545,100.0
10863162,151450-01_10863162_0100,23546,100.0
10863162,151450-01_10863162_0100,23547,100.0
10863162,151450-01_10863162_0100,23548,100.0
10863162,151450-01_10863162_0100,23549,100.0
10863162,151450-01_10863162_0100,23550,100.0
10863162,151450-01_10863162_0100,23551,100.0
10863162,151450-01_10863162_0100,23552,100.0
10863162,151450-01_10863162_0100,23553,100.0
10863162,151450-01_10863162_0100,23554,100.0
10863162,151450-01_10863162_0100,23555,100.0
10863162,151450-01_10863162_0100,23556,100.0
10863187,123540-03_10863187_0100,23557,100.0
10863187,124600-04_10863187_0300,23558,100.0
10863187,124600-06_10863187_0400,23559,100.0
10863187,124600-06_10863187_0600,23560,100.0
10863187,124600-06_10863187_0600,23561,100.0
10863398,111260-01_10863398_0100,23562,100.0
10863398,111260-01_10863398_0100,23563,100.0
10863398,111260-01_10863398_0100,23564,100.0
10863398,111260-01_10863398_0100,23565,100.0
10863398,111260-01_10863398_0100,23566,100.0
10863398,111260-01_10863398_0100,23567,100.0
10863398,111260-01_10863398_0100,23568,100.0
10863398,111260-01_10863398_0100,23569,100.0
10863398,111260-01_10863398_0100,23570,100.0
10863398,111260-01_10863398_0100,23571,100.0
10863398,111260-01_10863398_0100,23572,100.0
10863398,111260-01_10863398_0100,23573,100.0
10863407,135130-07_10863407_0400,23574,100.0
10863459,111600-05_10863459_0100,23575,100.0
10863459,111600-05_10863459_0100,23576,100.0
10863459,111600-05_10863459_0100,23577,100.0
10863743,135130-09_10863743_0400,23578,100.0
10863743,135130-09_10863743_0400,23579,100.0
10863813,111190-02_10863813_0200,23580,100.0
10867801,111990-01_10867801_0100,23581,100.0
10867801,111990-01_10867801_0100,23582,100.0
10867801,111990-01_10867801_0100,23583,100.0
10867801,111990-01_10867801_0100,23584,100.0
10867801,111990-01_10867801_0100,23585,100.0
10867801,111990-01_10867801_0100,23586,100.0
10867801,111990-01_10867801_0300,23587,100.0
10867801,111990-01_10867801_0300,23588,100.0
10867801,111990-01_10867801_0300,23589,100.0
10867801,111990-01_10867801_0300,23590,100.0
10867801,111990-01_10867801_0300,23591,100.0
10867801,111990-01_10867801_0300,23592,100.0
10867893,111700-11_10867893_0100,23593,100.0
10867893,111700-11_10867893_0100,23594,100.0
10868065,135150-02_10868065_0200,23595,100.0
10868065,135150-02_10868065_0200,23596,100.0
10868065,135150-02_10868065_0200,23597,100.0
10868065,135150-02_10868065_0200,23598,100.0
10868226,123680-01_10868226_0100,23599,100.0
10868226,123680-01_10868226_0100,23600,100.0
10868226,123680-01_10868226_0100,23601,100.0
10868280,123580-01_10868280_0100,23602,100.0
10868280,123580-01_10868280_0100,23603,100.0
10868280,123580-01_10868280_0100,23604,100.0
10868280,123580-01_10868280_0100,23605,100.0
10868280,123580-01_10868280_0100,23606,100.0
10868280,123580-01_10868280_0100,23607,100.0
10868280,123580-01_10868280_0100,23608,100.0
10868280,123580-01_10868280_0100,23609,100.0
10868566,110980-01_10868566_0100,23610,100.0
10868566,110980-01_10868566_0100,23611,100.0
10868566,110980-01_10868566_0100,23612,100.0
10868566,110980-01_10868566_0100,23613,100.0
10868566,110980-01_10868566_0101,23614,100.0
10868566,110980-01_10868566_0101,23615,100.0
10868566,110980-01_10868566_0101,23616,100.0
10868566,110980-01_10868566_0101,23617,100.0
10868566,110980-01_10868566_0102,23618,100.0
10868566,110980-01_10868566_0102,23619,100.0
10868566,110980-01_10868566_0102,23620,100.0
10868566,110980-01_10868566_0102,23621,100.0
10868566,110980-01_10868566_0103,23622,100.0
10868566,110980-01_10868566_0103,23623,100.0
10868566,110980-01_10868566_0103,23624,100.0
10868566,110980-01_10868566_0103,23625,100.0
10868566,110980-01_10868566_0104,23626,100.0
10868566,110980-01_10868566_0104,23627,100.0
10868566,110980-01_10868566_0104,23628,100.0
10868566,110980-01_10868566_0104,23629,100.0
10868661,111220-07_10868661_0700,23630,100.0
10868661,111220-07_10868661_0700,23631,100.0
10868661,111220-07_10868661_0700,23632,100.0
10868661,111220-07_10868661_0700,23633,100.0
10868661,111220-07_10868661_0700,23634,100.0
10868661,111220-07_10868661_0700,23635,100.0
10869337,100450-26_10869337_1261,23636,100.0
10869337,100450-26_10869337_1261,23637,100.0
10869482,111860-40_10869482_0071,23638,100.0
10869482,111860-40_10869482_0071,23639,100.0
10869482,111860-40_10869482_0071,23640,100.0
10869482,111860-40_10869482_0071,23641,100.0
10869542,100610-10_10869542_0110,23642,100.0
10869542,100610-10_10869542_0110,23643,100.0
10869542,100610-10_10869542_0110,23644,100.0
10869741,123530-01_10869741_0100,23645,100.0
10869741,123530-01_10869741_0100,23646,100.0
10869741,123530-01_10869741_0100,23647,100.0
10869741,123530-01_10869741_0100,23648,100.0
10869741,123530-01_10869741_0100,23649,100.0
10870400,111260-01_10870400_0500,23650,100.0
10870400,111260-01_10870400_0500,23651,100.0
10870400,111260-01_10870400_0500,23652,100.0
10870400,111260-01_10870400_0500,23653,100.0
10870400,111260-01_10870400_0500,23654,100.0
10870400,111260-01_10870400_0500,23655,100.0
10870400,111260-01_10870400_0500,23656,100.0
10870400,111260-01_10870400_0500,23657,100.0
10870400,111260-01_10870400_0500,23658,100.0
10870400,111260-01_10870400_0500,23659,100.0
10870412,123380-03_10870412_0350,23660,100.0
10870412,123380-03_10870412_0350,23661,100.0
10870412,123380-03_10870412_0350,23662,100.0
10870412,123380-03_10870412_0350,23663,100.0
10870412,123380-03_10870412_0350,23664,100.0
10870412,123380-03_10870412_0350,23665,100.0
10870412,123380-03_10870412_0350,23666,100.0
10870412,123380-03_10870412_0350,23667,100.0
10870412,123380-03_10870412_0350,23668,100.0
10870412,123380-03_10870412_0350,23669,100.0
10870412,123380-03_10870412_0350,23670,100.0
10870412,123380-03_58579148_0350,23671,100.0
10870412,123380-03_58579148_0350,23672,100.0
10870412,123380-03_58579148_0350,23673,100.0
10870412,123380-03_58579148_0350,23674,100.0
10870412,123380-03_58579148_0350,23675,100.0
10870412,123380-03_58579148_0350,23676,100.0
10870412,123380-03_58579148_0350,23677,100.0
10870412,123380-03_58579148_0350,23678,100.0
10870412,123380-03_58579148_0350,23679,100.0
10870412,123380-03_58579148_0350,23680,100.0
10870412,123380-03_58010056_0600,23681,100.0
10870412,123380-03_58010056_0600,23682,100.0
10870412,123380-03_58010056_0600,23683,100.0
10870412,123380-03_58010056_0600,23684,100.0
10870412,123380-03_58010056_0600,23685,100.0
10870412,123380-03_58010056_0600,23686,100.0
10870412,123380-03_58010056_0600,23687,100.0
10870412,123380-03_58010056_0600,23688,100.0
10870412,123380-03_58010056_0600,23689,100.0
10870412,123380-03_58010056_0600,23690,100.0
10870645,123410-15_10870645_0100,23691,100.0
10870645,123410-15_10870645_0100,23692,100.0
10870645,123410-15_10870645_0100,23693,100.0
10870645,123410-15_10870645_0100,23694,100.0
10870645,123410-15_10870645_0100,23695,100.0
10870645,123410-15_10870645_0100,23696,100.0
10871328,111990-01_10871328_0100,23698,100.0
10871328,111990-01_10871328_0100,23699,100.0
10871328,111990-01_10871328_0100,23700,100.0
10871328,111990-01_10871328_0100,23701,100.0
10871328,111990-01_10871328_0100,23702,100.0
10871328,111990-01_10871328_0100,23703,100.0
10871328,111990-01_10871328_0100,23704,100.0
10871328,111990-01_10871328_0100,23705,100.0
10871328,111990-01_10871328_0100,23706,100.0
10871328,111990-01_10871328_0100,23707,100.0
10871328,111990-01_10871328_0300,23708,100.0
10871328,111990-01_10871328_0300,23709,100.0
10871328,111990-01_10871328_0300,23710,100.0
10871328,111990-01_10871328_0300,23711,100.0
10871328,111990-01_10871328_0300,23712,100.0
10871328,111990-01_10871328_0300,23713,100.0
10871328,111990-01_10871328_0300,23714,100.0
10871328,111990-01_10871328_0300,23715,100.0
10871328,111990-01_10871328_0300,23716,100.0
10871328,111990-02_10871328_0400,23717,100.0
10871328,111990-02_10871328_0400,23718,100.0
10871328,111990-02_10871328_0400,23719,100.0
10871328,111990-02_10871328_0400,23720,100.0
10871328,111990-02_10871328_0400,23721,100.0
10871328,111990-02_10871328_0400,23722,100.0
10871328,111990-02_10871328_0400,23723,100.0
10871328,111990-02_10871328_0400,23724,100.0
10871328,111990-02_10871328_0400,23725,100.0
10872230,134130-08_10872230_1300,23726,100.0
10872230,134130-08_10872230_1300,23727,100.0
10872230,134130-08_10872230_1300,23728,100.0
10872230,134130-08_10872230_1300,23729,100.0
10872396,123510-05_10872396_1000,23730,100.0
10872396,123510-05_10872396_1000,23731,100.0
10872522,135100-08_10872522_0100,23732,100.0
10872522,135100-21_10872522_0200,23733,100.0
10872535,112020-02_10872535_0200,23734,100.0
10872535,112020-02_10872535_0200,23735,100.0
10872535,112020-02_10872535_0200,23736,100.0
10873445,111350-14_10873445_6410,23737,100.0
10873445,111350-14_10873445_6410,23738,100.0
10873445,111350-14_10873445_6410,23739,100.0
10873445,111350-14_10873445_6410,23740,100.0
10873445,111350-14_10873445_6410,23741,100.0
10873445,111350-17_10873445_6710,23742,100.0
10873445,111350-17_10873445_6710,23743,100.0
10873445,111350-17_10873445_6710,23744,100.0
10873445,111350-17_10873445_6710,23745,100.0
10873445,111350-17_10873445_6710,23746,100.0
10873562,111190-01_10873562_0100,23747,100.0
10873562,111190-01_10873562_0100,23748,100.0
10873562,111190-01_10873562_0100,23749,100.0
