K,P
10583652,111990-01_11022863_0200
10583652,111990-01_11022863_0300
10583652,111990-01_11022864_0100
10583652,111990-01_11022864_0200
10583652,111990-01_11022864_0300
10583652,111990-01_11022866_0100
10583652,111990-01_11022866_0300
10583652,111990-01_11022869_0100
10583652,111990-01_11022869_0300
10583652,111990-01_10990206_0100
10583652,111990-01_10990207_0100
10583652,111990-01_11006776_0300
10583652,111990-01_11006778_0300
10583652,111990-01_11006779_0300
10583652,111990-02_10202507_0400
10583652,111990-02_10202508_0400
10583652,111990-02_10202509_0400
10583652,111990-02_10202512_0400
10583652,111990-02_10202513_0400
10583652,111990-02_10202515_0400
10583652,111990-02_10202574_0400
10583652,111990-02_10202575_0400
10583652,111990-02_10202576_0400
10583652,111990-02_10202683_0400
10583652,111990-02_10202684_0400
10583652,111990-02_10202685_0400
10583652,111990-02_10202686_0400
10583652,111990-02_10202794_0400
10583652,111990-02_10202795_0400
10583652,111990-02_10202851_0400
10583652,111990-02_10202852_0400
10583652,111990-02_10202855_0400
10583652,111990-02_10202856_0400
10583652,111990-02_10202858_0400
10583652,111990-02_10202861_0400
10583652,111990-02_10202865_0400
10583652,111990-02_10202866_0400
10583652,111990-02_10202867_0400
10583652,111990-02_10203256_0400
10583652,111990-02_10203257_0400
10583652,111990-02_10203258_0400
10583652,111990-02_10203259_0400
10583652,111990-02_10203260_0400
10583652,111990-02_10241116_0400
10583652,111990-02_10290843_0400
10583652,111990-02_10294024_0400
10583652,111990-02_10588906_0400
10583652,111990-02_10871328_0400
10583652,111990-02_10874910_0400
10583652,111990-02_10880361_0400
10583652,111990-02_10933328_0400
10583652,111990-02_10963782_0400
10583652,111990-02_10963785_0400
10583652,111990-02_10963786_0400
10583652,111990-02_10985746_0400
10583652,111990-02_10985748_0400
10583652,111990-02_10990046_0400
10583652,111990-02_10990048_0400
10583652,111990-02_10990208_0400
10583652,111990-02_10990209_0400
10583652,111990-02_10990210_0400
10583652,111990-02_10990212_0400
10583652,111990-02_10990224_0400
10583652,111990-02_10990225_0400
10583652,111990-02_10990227_0400
10583652,111990-02_10990272_0400
10583652,111990-02_10990276_0400
10583652,111990-02_10990277_0400
10583652,111990-02_10990281_0400
10583652,111990-02_10990282_0400
10583652,111990-02_10990288_0400
10583652,111990-02_10990289_0400
10583652,111990-02_11022598_0400
10583652,111990-02_11022863_0400
10583652,111990-02_11022864_0400
10583652,111990-02_11022866_0400
10583652,111990-02_11022869_0400
10583652,111990-02_10990217_0400
10583652,111990-02_10990218_0400
10583652,111990-02_10990221_0400
10583652,111990-02_10990047_0400
10583652,111990-02_11022880_0400
10583652,111990-02_11022881_0400
10583652,111990-02_10990200_0400
10583652,111990-02_10990211_0400
10583972,111190-03_10583972_0300
10584024,111400-03_10584024_4310
10584040,111350-16_10584040_6609
10584040,111350-18_10584040_6816
10584117,111350-14_10584117_6410
10584117,111350-16_10584117_6611
10584117,111350-17_10584117_6710
10584117,111350-18_10584117_6814
10584121,111350-14_10584121_6410
10584121,111350-14_10584121_6511
10584121,111350-16_10584121_6610
10584121,111350-17_10584121_6710
10584121,111350-18_10584121_6814
10584168,111400-03_10584168_4310
10584170,111400-03_10584170_4310
10584172,111400-03_10584172_4310
10584257,100680-10_10584257_0110
10584292,123680-12_10584292_0100
10584292,124270-01_10704066_0100
10584331,100710-20_10584331_0120
10584332,100710-20_10584331_0120
10584340,124600-06_10204716_0100
10584345,123680-18_10584345_0200
10584347,124930-52_10584347_5200
10584347,124930-52_10584347_5201
10584347,124930-52_10584347_520B
10584439,124930-21_10584895_2100
10584439,124930-21_10774644_2100
10584577,100600-01_10584577_0110
10584579,100600-01_10584577_0110
10584579,100650-01_10584579_0110
10584579,100650-01_10584579_0120
10584580,100650-01_10584579_0110
10584580,100650-01_10584579_0120
10584580,100650-02_10584580_0110
10584838,135150-17_10584838_0800
10584840,135150-17_10584840_0800
10584846,134130-05_11010740_1300
10584895,124930-21_10584895_2100
10584916,123590-01_10584916_0300
10584916,123590-06_10584916_0101
10584916,123590-08_10584916_0200
10584918,123680-01_10584918_0100
10584918,123680-03_10584918_0100
10584977,123580-01_10584977_0100
10585243,123510-02_10585243_1000
10585243,123510-05_10585243_1000
10585296,111400-03_10585296_4310
10585404,111350-14_10585404_6408
10585404,111350-16_10585404_6609
10585404,111350-17_10585404_6708
10585404,111350-18_10585404_6814
10585445,111350-14_10585445_6408
10585445,111350-17_10585445_6708
10585445,111350-18_10585445_6814
10585451,111190-03_10585451_0301
10585641,111350-14_10585641_6410
10585641,111350-16_10585641_6610
10585641,111350-17_10585641_6710
10585641,111350-18_10585641_6814
10585674,110320-04_11035893_0100
10585674,110320-04_11043539_0100
10585674,110320-04_11043550_0100
10585767,111180-09_10585767_0200
10585767,111180-12_10585767_0101
10585767,111180-12_10585767_0102
10585767,123580-01_10595091_0100
10585767,123580-01_10917555_0100
10585767,123580-01_10917556_0100
10585767,123580-01_10988604_0100
10585767,123580-01_11019389_0100
10585767,123580-01_11019440_0100
10585864,111580-07_10585864_0100
10585870,100610-50_10089368_0310
10585870,100610-50_10089368_0320
10585870,100610-50_10089368_0330
10585870,100610-50_10089368_0340
10585870,100610-50_10514003_0210
10585870,100610-50_10514003_0220
10585870,100610-50_10514003_0230
10585870,100610-50_10514003_0240
10585870,100610-50_10903978_0100
10585870,100610-50_10903978_0110
10585870,100700-10_10585870_0110
10585870,100700-60_10585877_0110
10585877,100610-10_10214286_0110
10585877,100610-10_10585877_0100
10585877,100610-70_10214286_0100
10585877,100610-70_10214286_0120
10585877,100650-01_10089368_0400
10585877,100700-60_10585877_0110
10586174,100610-10_10563052_0110
10586174,100610-10_10740309_0110
10586240,134130-05_10586240_1700
10586240,134130-41_10586240_1400
10586299,124930-54_10586299_5400
10586299,124930-54_10586299_5410
10586299,124930-70_10586299_7000
10586299,124930-70_10586299_7010
10586341,111240-12_10586341_0100
10586345,111180-09_10586345_0100
10586345,111180-12_10586345_0200
10586435,134130-01_10577276_1300
10586435,134130-01_10586435_1400
10586451,151560-04_10884067_0400
10586479,111190-01_10586479_0101
10586479,111190-01_10586479_0106
10586479,111190-01_10586479_0107
10586643,100680-10_10586643_0110
10586658,123580-02_10586658_0200
10586660,100610-10_10586660_0110
10586660,100610-10_10586660_0120
10586660,100610-10_10586660_0130
10586660,100610-10_10586660_0140
10586867,111180-09_10586867_0100
10587624,151190-01_10587624_0800
10587921,124500-03_10049482_0100
10587921,124500-03_10916095_0100
10587921,151210-06_10587921_0600
10587921,151210-06_10587921_0700
10588163,134130-08_10588163_1400
10588293,124970-60_10086950_0200
10588293,124970-60_10916953_0100
10588306,111350-13_10588306_6310
10588306,111350-14_10588306_6410
10588306,111350-16_10588306_6611
10588306,111350-17_10588306_6711
10588306,111350-18_10588306_6817
10588306,111400-02_10588306_4230
10588411,110980-01_10588411_0700
10588411,110980-01_10588411_0701
10588411,110980-01_10588411_0703
10588411,110980-01_10588411_0704
10588479,111700-09_10588479_0500
10588479,111700-11_10593589_0400
10588479,111700-11_10861621_0100
10588479,111700-11_10867893_0100
10588479,123530-05_10219338_0900
10588504,151210-06_10587921_0600
10588504,151210-06_10587921_0700
10588629,151210-06_10587921_0600
10588629,151210-06_10587921_0700
10588639,111260-01_10588639_0500
10588639,111260-02_10588639_0700
10588639,111260-02_10588639_0800
10588639,111260-11_10588639_0700
10588639,111260-11_10588639_0800
10588724,123380-03_10291559_0310
10588724,123380-03_10291559_0318
10588724,123380-03_10588724_0101
10588724,123380-03_58477178_0101
10588840,111260-01_10588840_0300
10588840,111260-10_10588840_0400
10588906,111990-01_10588906_0100
10588906,111990-01_10588906_0300
10588906,111990-02_10588906_0400
10588920,123580-01_10588920_0100
10589005,134130-05_10589005_1700
10589006,134130-05_10589006_1700
10589007,134130-05_10589007_1700
10589082,111240-06_10589082_0300
10589091,123470-31_10589091_0100
10589255,124870-05_10923363_0199
10589255,124870-05_10923363_0200
10589373,100600-01_10589373_0110
10589380,123580-01_10589380_0100
10589381,123580-01_10589381_0100
10589394,123580-02_10589394_0200
10589430,124870-08_10589430_0100
10589430,124870-08_10589430_0200
10589430,124870-08_10589430_0300
10589430,124870-08_10589430_0400
10589479,111120-07_10589479_0300
10589790,111260-01_10589790_0100
10589790,111260-11_10589790_0400
10590148,100680-10_10590148_0110
10590549,123410-15_10590549_0200
10590685,111120-07_10590685_0300
10590857,100650-01_10756537_0110
10590857,100650-01_10756537_0210
10590857,100650-01_10756537_0220
10590857,100650-01_10756537_0300
10590861,134130-35_10590861_1500
10591319,111230-06_10581250_0100
10591319,111230-06_10581250_0200
10591535,123540-03_10220546_0200
10591535,124270-01_10591535_0100
10591539,123080-11_10974555_0100
10591539,124270-01_10591539_0100
10591540,124270-01_10591540_0100
10591541,123540-03_10532423_0100
10591541,124270-01_10591541_0100
10591551,123080-12_10001247_0700
10591551,124270-01_10591551_0100
10591551,123080-06_10001247_1000
10591556,123080-15_10072164_0700
10591556,124270-01_10591556_0100
10591559,124270-02_10591559_0100
10591561,124270-01_10591561_0100
10591561,124270-01_10591561_0200
10591561,124600-06_10007144_0600
10591561,123080-06_10007144_0900
10591562,124270-01_10591562_0100
10591562,124600-12_10012005_0400
10591568,123080-12_10236625_0300
10591568,124270-01_10591568_0100
10591568,123080-06_10236625_0600
10591579,124270-01_10591579_0100
10591579,124600-04_10017778_0200
10591579,124600-04_10017778_0400
10591582,123080-12_10078334_0400
10591582,124270-01_10591582_0100
10591582,123080-06_10078334_0600
10591640,123080-11_10915644_0100
10591640,124270-01_10591640_0300
10591655,111190-01_10591655_0100
10591655,111190-01_10591655_0101
10591655,111190-01_10591655_0103
10591809,123580-02_10591809_0200
10591909,111190-03_10591909_0300
10592098,123080-15_10704198_0400
10592242,123680-12_10592242_1200
10592450,123540-12_10006068_0100
10592450,124270-01_10592450_0100
10592450,124600-06_10000467_0100
10592450,124600-06_10000467_0700
10592454,123540-10_10565666_1000
10592454,124270-01_10592454_0100
10592454,124600-10_10081352_0300
10592458,123080-15_10066611_0300
10592458,124270-01_10592458_0100
10592459,123080-12_10017526_0500
10592459,123080-15_10017526_0600
10592459,124270-01_10592459_0200
10592459,123080-06_10017526_0700
10592460,123080-12_10073572_0600
10592460,123080-15_10073572_0400
10592460,124270-01_10592460_0100
10592481,124270-01_10592481_0100
10592481,124600-06_10000691_0600
10592486,124270-01_10592486_0100
10592487,124270-01_10592487_0100
10592487,124600-04_10007003_0300
10592492,124270-02_10592492_0100
10592492,124600-12_10010697_0300
10592500,124270-01_10592500_0100
10592500,124600-12_10015241_0300
10592502,124270-01_10592502_0100
10592502,124600-12_10018887_0400
10592504,123080-15_10916088_0100
10592504,124270-01_10592504_0100
10592505,123080-12_10089545_0400
10592505,123080-12_10089545_0500
10592505,124270-01_10592505_0200
10592505,123080-06_10089545_0800
10592505,123080-06_10089545_0900
10592509,123540-03_10206570_0200
10592509,124270-01_10592509_0100
10592791,123590-08_10759076_0300
10592922,100680-10_10592922_0110
10592956,111120-07_10592956_0300
10592961,111120-07_10592961_0300
10593029,111500-02_10593029_0200
10593029,111700-09_10069741_0900
10593120,135150-02_10874737_0100
10593120,135150-07_10593121_0100
10593120,135150-10_10593120_0100
10593120,135150-12_10593120_0200
10593121,135150-07_10593121_0100
10593283,151210-02_10593283_0200
10593589,111700-11_10593589_0400
10593647,123470-31_10593647_0400
10593713,162430-03_10298900_0100
10593713,162430-09_10593713_0100
10593713,162500-01_10297600_0100
10593713,162500-02_10297600_0400
10594020,111400-03_10594020_4310
10594020,135150-02_10024051_0300
10594020,135150-02_10025781_0500
10594020,135150-02_10062304_0200
10594020,135150-02_10297769_0300
10594020,135150-02_10555490_0300
10594020,135150-02_10955752_0100
10594020,135150-02_10992713_0100
10594020,135150-06_10024051_0200
10594020,135150-06_10025781_0400
10594020,135150-06_10026570_0200
10594020,135150-06_10027562_0200
10594020,135150-06_10033314_0200
10594020,135150-06_10035222_0200
10594020,135150-06_10297769_0200
10594020,135150-06_10502817_0200
10594020,135150-06_10512248_0200
10594020,135150-06_10555490_0200
10594020,135150-06_10757675_0100
10594020,135150-06_10829333_0100
10594020,135150-06_10829341_0100
10594020,135150-06_10829349_0100
10594020,135150-06_10977680_0100
10594020,135150-06_11002519_0100
10594020,135150-06_11008600_0100
10594020,135150-06_11039111_0100
10594412,140010-01_10209304_0100
10594412,140090-01_10553861_0500
10594532,124860-02_10594532_0199
10594532,124860-02_10594532_0300
10594532,124860-02_10594532_9001
10594532,124860-02_10594532_9001
10594532,124870-07_10066790_0702
10594532,124870-07_10066790_0703
10594532,124870-16_10066790_0704
10594606,123590-01_10062507_0100
10594606,123590-01_10062507_0101
10594606,123590-01_10073316_0302
10594606,123590-01_10073316_0303
10594606,123590-01_10073594_0202
10594606,123590-01_10073594_0204
10594606,123590-01_10077426_0202
10594606,123590-01_10077426_0204
10594606,123590-01_10087509_0103
10594606,123590-01_10087509_0104
10594606,123590-01_10205766_0301
10594606,123590-01_10554716_0100
10594606,123590-02_10205766_0400
10594606,123590-02_10554716_0200
10594606,123590-04_10205766_0500
10594606,123590-04_10554716_0400
10594606,123590-05_10019086_0400
10594606,123590-05_10064778_0400
10594606,123590-05_10067321_0300
10594606,123590-05_10075916_0300
10594606,123590-05_10084593_0100
10594606,123590-05_10594606_0100
10594606,123590-05_10911789_0100
10594606,123590-05_10913078_0100
10594606,123590-06_10075916_0200
10594606,123590-06_10206065_0100
10594606,123590-06_10519403_0200
10594606,123590-06_10904886_0100
10594606,123590-06_11016416_0100
10594674,135100-21_10553958_0800
10594793,123510-03_10594793_1000
10594793,123510-03_10594793_2000
10594890,123080-12_10594890_0300
10594890,123080-12_10702082_0100
10594890,123080-13_10067357_0100
10594890,124270-01_10543736_0100
10594890,124600-05_10544141_0400
10594890,123080-06_10594890_0400
10594890,123080-06_10702082_0200
10594893,123080-12_10072008_1100
10594893,123080-13_10072008_1000
10594893,123080-15_10594893_0300
10594895,123080-08_10594895_0200
10594895,123080-15_10594893_0300
10594898,123080-13_10067357_0100
10594904,123080-08_10594904_0100
10594904,123080-15_10201549_0300
10595091,123580-01_10595091_0100
10595328,100600-01_10595328_0110
10595328,100600-01_10595328_0310
10595328,100600-01_10595328_9000
10595405,123020-24_10595405_0800
10595532,123680-01_10503804_0100
10595617,134130-02_10595617_1300
10595708,100680-10_10595708_0110
10596247,134130-05_10596247_1300
10596319,135150-02_10596319_0200
10596551,111230-06_10063713_0100
10596551,111230-06_10063713_0200
10596551,111230-06_10066095_0100
10596551,111230-06_10066095_0200
10596551,111230-06_10087071_0100
10596551,111230-06_10087071_0200
10596551,111230-06_10087187_0200
10596551,111230-06_10088500_0100
10596551,111230-06_10088500_0200
10596644,100600-01_10596644_0110
10596644,100600-01_10596644_0310
10596645,111220-03_10596645_0300
10596645,111220-07_10596645_0700
10596645,111240-06_10596645_0800
10596700,135130-07_10229900_0100
10596700,136040-15_10596700_0100
10596747,100630-10_10596747_0110
10596825,111230-06_10596825_0300
10596825,111230-06_10596825_0400
10596827,111220-07_10596827_0700
10596860,111190-03_10596860_0300
10596913,134130-36_10851613_1500
10596994,135100-21_10596994_0200
10596995,135100-21_10596995_0200
10597015,123420-18_10218684_0100
10597015,123420-18_10990302_0100
10597015,124860-02_10205591_0100
10597015,124860-02_10594532_0199
10597015,124860-02_10594532_0300
10597081,111190-01_10880355_0100
10597081,111190-01_10882701_0100
10597081,123020-03_10607264_0700
10597088,123530-04_11021349_0100
10597091,100630-10_10596747_0110
10597091,100680-10_10016636_0310
10597091,100680-10_11040400_0100
10597269,100680-10_10597269_0110
10597463,110320-03_10597735_0300
10597463,123550-11_10597463_1000
10597593,123580-01_10597593_0100
10597636,100610-70_10597636_0210
10597735,110320-03_10597735_0300
10597738,100600-01_10599350_0120
10597905,111190-01_10597905_0100
10597905,111190-01_10597905_0101
10597905,111190-01_10597905_0105
10597905,111190-03_10597905_0300
10598111,100470-06_10598111_0110
10598111,100470-08_10598140_0110
10598122,123520-15_10598122_0100
10598135,100600-01_10595328_0310
10598135,100600-01_10596644_0310
10598137,111610-01_10598137_0100
10598137,111650-01_10000566_0100
10598140,100470-08_10598140_0110
10598140,100610-10_10606743_0110
10598140,100610-10_10606743_0120
10598140,100610-10_10606743_0130
10598140,100610-10_10606743_0140
10598140,100610-10_10955228_0110
10598140,100700-10_10955228_0210
10598140,100700-10_10976254_0110
10598261,135130-24_10598261_0400
10598277,100660-01_10598277_0110
10598277,100660-01_10598277_0120
10598346,111220-03_10966052_0300
10598346,111220-03_10969805_0300
10598352,162010-02_10554239_0200
10598352,162010-03_10554240_0200
10598352,162010-03_10554241_0200
10598352,162140-01_10564653_0100
10598414,135100-21_10603622_0800
10599005,100610-70_10599005_0110
10599350,100600-01_10599350_0120
10599402,111180-09_10599402_0100
10599402,111180-12_10599402_0200
10599454,100610-10_10599454_0110
10599454,100610-10_10599454_0120
10599454,100610-10_10599454_0130
10599454,100610-10_10599454_0140
10599480,100610-10_10599480_0110
10599480,100610-10_10599480_0120
10599480,100610-10_10599480_0130
10599480,100610-10_10599480_0140
10599480,100610-70_10599005_0110
10599526,124210-01_10019770_1000
10599536,111400-03_10599536_4309
10599651,123020-73_10599651_0800
10599651,123020-84_10599651_0700
10599685,123020-24_10603819_0700
10602857,123590-04_10602857_0300
10602857,123590-06_10602857_0200
10602903,162080-01_10558874_0100
10602903,162150-01_10004472_1000
10603226,151210-06_10072056_0700
10603226,151210-06_10089438_0700
10603226,151210-06_10587921_0600
10603226,151210-06_10587921_0700
10603449,111120-07_10603624_0300
10603449,111120-07_10910547_0300
10603449,111230-06_10603449_0100
10603449,111230-06_10603449_0300
10603473,123580-02_10603473_0200
10603622,123020-24_10603819_0700
10603622,123020-24_10998800_0700
10603622,135100-21_10603622_0800
10603624,111120-07_10603624_0300
10603629,135150-12_10714069_0300
10603731,111230-06_10603731_0300
10603731,111230-06_10603731_0400
10603731,111260-01_10603731_0500
10603819,123020-24_10603819_0700
10603894,111120-07_10603894_0300
10604205,112020-01_10604205_0100
10604205,123020-03_11039608_0700
10604227,110980-01_10604227_0700
10604227,110980-01_10604227_0701
10604227,110980-01_10604227_0703
10604227,110980-01_10604227_0706
10604227,110980-02_10604227_0200
10604281,134130-35_10604281_1500
10604391,111190-02_10604391_0200
10604399,111190-02_10604399_0200
10604400,111190-02_10604400_0200
10604591,111230-06_10604591_0300
10604591,111230-06_10604591_0400
10604706,134130-35_10604706_1500
10604774,111350-13_10604774_6310
10604802,100680-10_10927241_0110
10604802,100710-20_10967582_0110
10606470,111680-01_10014994_0200
10606470,111680-01_10014994_0300
10606470,151580-01_10209308_0010
10606470,151580-01_10209308_0100
10606472,111120-07_10606472_0300
10606482,124870-02_10606482_0300
10606510,111610-04_10606510_0100
10606510,124600-04_10064487_0100
10606510,124600-06_10064487_0500
10606510,124600-12_10064487_0600
10606543,135100-21_10606657_0200
10606568,123540-14_10606568_0100
10606657,135100-21_10606657_0200
10606657,135130-22_10608519_0400
10606743,100610-10_10606743_0110
10606743,100610-10_10606743_0120
10606743,100610-10_10606743_0130
10606743,100610-10_10606743_0140
10606744,124270-01_10606744_0400
10606772,111260-02_10606772_0600
10606773,111230-06_10606773_0500
10606773,111230-06_10606773_0600
10606773,111260-11_10606773_0300
10606773,111260-11_10606773_0400
10606813,100680-10_10606813_0110
10606814,100600-01_10606814_0110
10606847,111190-03_10606847_0300
10606954,124930-12_10086190_120A
10606954,124930-12_10086190_120B
10606954,124930-12_10086190_121A
10606954,124930-12_10086190_121B
10606954,124930-13_10001463_130A
10606954,124930-13_10001463_130B
10606954,124930-13_10001463_130C
10606954,124930-13_10001463_131A
10606954,124930-13_10001463_131B
10606954,124930-13_10001463_131C
10606954,124930-13_10007968_1300
10606954,124930-13_10010680_1300
10606954,124930-13_10010680_1310
10606954,124930-13_10016057_1300
10606954,124930-13_10016057_1310
10606954,124930-13_10071048_1300
10606954,124930-13_10071048_1310
10606954,124930-13_10086190_130A
10606954,124930-13_10086190_130B
10606954,124930-13_10086190_131A
10606954,124930-13_10086190_131B
10606954,124930-13_10089392_1300
10606954,124930-13_10206386_1300
10606954,124930-13_10206386_1310
10606954,124930-17_10000786_1700
10606954,124930-17_10000786_1701
10606954,124930-17_10000786_1710
10606954,124930-17_10002815_1700
10606954,124930-17_10002815_1710
10606954,124930-17_10016057_1700
10606954,124930-17_10016057_1710
10606954,124930-17_10016057_7000
10606954,124930-17_10016057_7010
10606954,124930-17_10073038_1700
10606954,124930-17_10073038_1710
10606954,124930-17_10086190_170A
10606954,124930-17_10086190_170B
10606954,124930-17_10086190_171A
10606954,124930-17_10086190_171B
10606954,124930-17_10089392_1700
10606954,124930-17_10206386_1700
10606954,124930-17_10206386_1710
10606954,124930-17_10559846_1700
10606954,124930-17_10559846_1710
10606954,124930-17_11040116_1700
10606954,124930-50_10016057_5000
10606954,124930-50_10016057_5010
10606954,124930-50_10071048_5000
10606954,124930-50_10071048_5010
10606954,124930-50_10089392_5000
10606954,124930-50_10206386_5000
10606954,124930-50_10206386_5010
10606954,124930-50_10559846_5000
10606954,124930-50_10559846_5010
10606954,124930-50_11040116_5000
10606954,124930-54_10081833_5400
10606954,124930-54_10081833_5410
10606954,124930-54_10089392_5400
10606954,124930-54_10586299_5400
10606954,124930-54_10586299_5410
10606954,124930-70_10000786_7000
10606954,124930-70_10007968_7000
10606954,124930-70_10007968_7010
10606954,124930-70_10063593_7000
10606954,124930-70_10063593_7010
10606954,124930-70_10071048_7000
10606954,124930-70_10071048_7010
10606954,124930-70_10084364_7000
10606954,124930-70_10084364_7010
10606954,124930-70_10208462_7000
10606954,124930-70_10208462_7010
10606954,124930-70_10586299_7000
10606954,124930-70_10586299_7010
10606954,124930-70_10910669_7000
10606954,124930-70_10910669_7010
10606955,123590-08_10606955_0100
10607203,111990-01_10202507_0100
10607203,111990-01_10202507_0300
10607203,111990-01_10202508_0100
10607203,111990-01_10202508_0300
10607203,111990-01_10202686_0100
10607203,111990-01_10202686_0300
10607203,111990-01_10202794_0100
10607203,111990-01_10202795_0100
10607203,111990-01_10203259_0100
10607203,111990-01_10203259_0300
10607203,111990-01_10203260_0100
10607203,111990-01_10203260_0300
10607203,111990-01_10588906_0100
10607203,111990-01_10588906_0300
10607203,111990-01_10880361_0100
10607203,111990-01_10880361_0300
10607203,111990-01_10933328_0300
10607203,111990-01_10953204_0300
10607203,111990-01_10985746_0100
10607203,111990-01_10985748_0100
10607203,111990-01_10986532_0300
10607203,111990-01_10986533_0100
10607203,111990-01_10990046_0100
10607203,111990-01_10990046_0300
10607203,111990-01_10990212_0100
10607203,111990-01_10990212_0300
10607203,111990-01_10990227_0300
10607203,111990-01_11022598_0100
10607203,111990-01_11022598_0300
10607203,111990-01_11022866_0300
10607203,111990-01_11022869_0100
10607203,111990-01_11022869_0300
10607203,111990-01_11006778_0300
10607203,111990-01_11006779_0300
10607203,111990-02_10202507_0400
10607203,111990-02_10202508_0400
10607203,111990-02_10202509_0400
10607203,111990-02_10202574_0400
10607203,111990-02_10202575_0400
10607203,111990-02_10202576_0400
10607203,111990-02_10202686_0400
10607203,111990-02_10203259_0400
10607203,111990-02_10203260_0400
10607203,111990-02_10294024_0400
10607203,111990-02_10588906_0400
10607203,111990-02_10880361_0400
10607203,111990-02_10933328_0400
10607203,111990-02_10963782_0400
10607203,111990-02_10963785_0400
10607203,111990-02_10963786_0400
10607203,111990-02_10990046_0400
10607203,111990-02_10990212_0400
10607203,111990-02_11022598_0400
10607203,111990-02_11022869_0400
10607203,111990-02_10990218_0400
10607203,111990-02_10990221_0400
10607203,111990-02_10990200_0400
10607264,123020-03_10607264_0700
10607294,135130-25_10607294_0400
10607486,123080-12_10016407_0300
10607486,124270-01_10607486_0200
10607539,111260-01_10955317_0100
10607539,111260-01_10970945_0400
10607539,111260-01_10970945_0500
10607539,111260-02_10955317_0600
10607539,111260-03_10955317_0200
10607539,111260-03_10970945_0100
10607539,111260-11_10955317_0400
10607539,111260-11_10970945_0600
10607539,111260-11_10970945_0700
10607569,135120-07_10607569_0100
10607569,135130-25_10607294_0400
10607680,135120-07_10607569_0100
10607694,135120-16_10607694_0100
10608367,123020-24_10567915_0800
10608367,123020-24_10603819_0700
10608367,123020-24_10998800_0700
10608382,134130-35_10608382_1500
10608407,111180-08_10608407_0100
10608440,111180-09_10701710_0200
10608504,123410-15_11012152_0100
10608504,123510-05_11033188_1000
10608504,123530-01_10933714_0100
10608504,123530-03_10995217_0100
10608519,135130-22_10608519_0400
10608519,135150-12_10714067_0300
10608539,111120-07_10608539_0300
10608729,134130-35_10608729_1500
10608732,112020-03_10608732_0100
10608733,112020-03_10608733_0100
10608733,123020-03_10929479_0700
10608816,135150-02_10022300_0500
10608816,135150-10_10024070_0200
10608816,135150-10_10200685_0200
10608816,135150-12_10024070_0400
10609091,100470-08_10096894_0110
10609091,100680-20_10609091_0110
10609117,111180-13_10248693_0100
10609168,100660-01_10702986_0110
10609168,100660-01_10702986_0120
10609168,100660-01_10785965_0110
10609168,100660-01_10785965_0120
10609377,134130-03_10701693_1400
10609377,134130-05_10609377_1300
10609377,134130-05_11012407_1300
10609379,134130-04_10609379_1100
10609379,134130-05_10701694_1700
10609381,134130-05_10609381_1400
10609383,134130-05_10609383_1300
10609384,134130-05_10609384_1700
10609384,134130-41_10609384_1400
10609448,134130-02_10609448_1100
10609448,134130-02_10609448_1100
10609452,134130-05_10609452_1300
10609460,134130-05_10609460_1700
10609463,134130-05_10609463_1700
10609463,134130-41_10609463_1400
10609564,134130-05_10609564_1300
10609566,134130-05_10609566_1300
10609566,134130-05_10911158_1300
10609567,134130-05_10609567_1300
10609568,134130-05_10609568_1400
10609568,134130-05_10912865_1100
10609858,111230-05_10609858_0200
10609863,151210-01_10609863_0100
10609864,151210-01_10609863_0100
10609864,151210-01_10609864_0100
10609956,100450-26_10765651_1261
10610045,100450-26_10915506_2261
10610158,100660-01_10785965_0110
10610158,100660-01_10785965_0120
10610449,135150-02_10610449_0200
10610466,134130-35_10610466_1500
10610528,123020-84_10610528_0700
10610654,123520-07_10610654_0100
10610654,123520-07_10610654_0101
10610736,111190-01_10610736_0200
10610736,111190-01_10610736_0201
10610736,111190-01_10610736_0202
10611014,111180-15_10611014_0100
10611024,100450-26_10915506_2261
10611125,100610-10_10001333_0110
10611125,100610-10_10016825_0210
10611125,100610-10_10016825_0220
10611125,100610-10_10016825_0230
10611125,100610-10_10016825_0240
10611125,100610-10_10920403_0120
10611125,100630-10_10013791_0310
10611125,100630-10_10082541_0210
10611125,100630-10_10722674_0110
10611125,100630-10_10787525_0110
10611125,100630-10_10878165_0110
10611125,100630-10_10936376_0110
10611125,100630-10_10968931_0110
10611125,136040-21_10892189_1100
10611145,124930-52_10611145_5200
10611145,124930-52_10611145_5201
10611145,124930-52_10611145_520B
10611401,134130-05_10609381_1400
10611401,134130-05_10612684_1300
10611401,134130-05_10714353_1300
10611401,134130-05_10911086_1100
10611401,134130-05_10911158_1300
10611401,134130-05_10911161_1100
10611401,134130-05_10911163_1300
10611401,134130-05_10911164_1300
10611401,134130-05_10912789_1300
10611401,134130-05_10912807_1300
10611401,134130-05_10966557_1300
10611401,134130-05_10968623_1700
10611401,134130-05_10969568_1300
10611401,134130-05_11012407_1300
10611401,134130-05_11025605_1300
10611401,134130-05_11022790_1300
10611401,134130-05_11031528_1300
10611550,100450-26_10611550_1261
10611609,134130-05_10193370_1400
10611609,134130-05_10612684_1300
10611609,134130-05_10968623_1700
10611609,134130-05_11022790_1300
10611609,134130-35_10608382_1500
10611609,134130-35_11022903_1500
10611867,123400-15_10759975_0100
10611903,123590-03_10205777_0200
10612120,100650-02_10612120_0100
10612211,140010-01_10209304_0100
10612211,140010-02_10553861_0100
10612213,140010-01_10209304_0100
