K,P,r
10008995,111480-01_10233789_0200,-0.015
10008995,111480-01_10705035_0100,-0.001
10008995,111480-01_10706125_0100,-0.015
10008995,111480-01_10707437_0100,-0.003
10009291,140500-01_10001181_0500,-0.248
10009291,140500-01_10001181_0500,0.107
10009397,111260-02_10009397_0510,100.0
10009397,111260-02_10009397_0520,100.0
10009397,111260-02_10009397_0530,100.0
10009397,111260-11_10009397_0500,100.0
10009482,111220-05_10009482_0500,100.0
10009490,111640-03_10009490_0300,100.0
10009668,135120-07_10009668_0200,100.0
10009668,135120-08_10035085_0200,-100.0
10009700,123080-05_10019540_0300,-38.0
10009700,123530-05_10009700_0900,100.0
10009700,123530-07_10009700_0800,100.0
10009946,123410-15_10009946_0200,100.0
10009994,111580-01_10009994_0500,100.0
10009994,111580-04_10009994_0400,100.0
10010138,111220-05_10010138_0500,100.0
10010175,123410-15_10898908_0100,-4.041
10010175,123590-06_10010175_0100,100.0
10010189,110980-01_10010189_0700,100.0
10010189,110980-01_10010189_0701,100.0
10010189,110980-01_10010189_0702,100.0
10010189,110980-01_10010189_0705,100.0
10010189,123520-15_10210141_0200,-9.73
10010189,123520-15_10235277_0200,-11.0
10010189,123530-09_10210141_0100,-9.52
10010189,123530-09_10210141_0101,-9.52
10010278,110980-01_10010278_0700,100.0
10010278,110980-01_10010278_0701,100.0
10010278,110980-01_10010278_0702,100.0
10010278,110980-01_10010278_0707,100.0
10010278,110980-02_10010278_0200,100.0
10010278,110980-02_10010278_0201,100.0
10010278,124870-02_10211856_0300,-2.7
10010278,124870-02_10231237_0500,-3.76
10010278,124870-02_10237415_0500,-1.1
10010278,124870-02_10555748_0100,-0.99
10010278,124870-02_10606482_0300,-2.39
10010278,124870-03_10061329_0500,-2.13
10010278,124870-03_11022888_0100,-3.2
10010311,111700-09_10010311_0200,100.0
10010329,134130-01_10010329_1500,100.0
10010329,134130-01_10028042_1300,-26.8
10010329,134130-01_10028211_1300,-26.8
10010329,134130-01_10210389_1300,-11.0
10010329,134130-01_10502480_1600,-13.33
10010329,134130-01_10577275_1300,-11.0
10010329,134130-08_10716569_1300,-0.4
10010385,111640-01_10010385_0100,100.0
10010385,111640-03_10008284_0300,-70.0
10010385,111640-03_10009490_0300,-54.0
10010385,111640-03_10017794_0300,-90.0
10010385,111640-03_10063057_0300,-137.0
10010385,111640-03_10066035_0300,-62.0
10010385,111640-03_10069155_0300,-112.0
10010385,111640-03_10072468_0300,-98.0
10010385,111640-03_10072809_0300,-99.0
10010385,111640-03_10072866_0300,-88.0
10010385,111640-03_10086915_0330,-75.0
10010385,111640-03_10097316_0300,-61.0
10010385,111640-03_10202079_0300,-136.0
10010385,111640-03_10204780_0300,-50.0
10010385,111640-03_10206323_0300,-150.0
10010385,111640-03_10904146_0300,-82.0
10010385,111640-03_10965013_0300,-36.0
10010385,111640-03_10048003_0300,-125.0
10010385,111640-07_10002682_0700,-109.0
10010385,111640-07_10071687_0700,-54.0
10010385,111640-07_10072374_0700,-95.0
10010385,111640-07_10072378_0700,-85.0
10010385,111640-08_10069155_0800,-112.0
10010385,111640-08_10071687_0800,-54.0
10010385,111640-08_10071819_0800,-65.0
10010385,111640-08_10072468_0800,-98.0
10010385,111640-08_10086915_0800,-75.0
10010385,111640-08_10200841_0800,-57.0
10010385,111640-08_10202079_0800,-136.0
10010385,111640-08_10204609_0800,-71.0
10010385,111640-08_10206323_0800,-150.0
10010385,111640-08_10544463_0800,-90.0
10010385,111640-08_10701859_0800,-120.0
10010385,111640-08_10904146_0800,-82.0
10010385,111640-08_10017794_0800,-90.0
10010385,111640-08_10072053_0800,-76.0
10010385,111640-08_11037177_0800,-24.75
10010385,111640-08_10008284_0800,-70.0
10010385,111640-08_11041465_0100,-80.0
10010547,111500-01_10018823_0100,0.1
10010562,110980-01_10010562_0700,100.0
10010562,110980-01_10010562_0701,100.0
10010562,110980-01_10010562_0703,100.0
10010562,110980-01_10010562_0704,100.0
10010598,135100-01_10010598_0500,100.0
10010598,135130-24_10020074_0400,-2.0
10010598,135130-24_10020881_0400,-102.0
10010598,135130-24_10020917_0400,-3.5
10010598,135130-24_10020940_0400,-102.0
10010598,135130-24_10598261_0400,-102.0
10010598,135130-29_10020920_0500,-2.5
10010680,124930-13_10010680_1300,100.0
10010680,124930-13_10010680_1310,100.0
10010680,124930-13_10097919_130A,-92.31
10010680,124930-13_10097919_130B,-92.31
10010680,124930-13_10097919_130C,-92.31
10010680,124930-13_10097919_130D,-92.31
10010680,124930-13_10097919_131A,-92.31
10010680,124930-13_10097919_131B,-92.31
10010680,124930-13_10097919_131C,-92.31
10010680,124930-13_10097919_131D,-92.31
10010697,124600-12_10010697_0300,100.0
10010742,151210-44_10010742_0100,100.0
10010742,151210-45_10211397_0500,-119.0
10010755,123510-02_10010755_1000,100.0
10010755,123510-03_10704620_1000,-6.67
10010755,123510-03_10817484_1000,-6.67
10010755,123510-03_11028322_1000,-7.0
10010755,123510-03_11028325_1000,-7.0
10010755,123510-03_11028399_1000,-6.0
10010755,123510-03_11039872_1000,-6.7
10010755,123510-05_10010755_1100,100.0
10010953,110980-01_10010953_0700,100.0
10010953,110980-01_10010953_0702,100.0
10010953,110980-01_10010953_0704,100.0
10010953,110980-01_10010953_0705,100.0
10010953,111190-01_10010953_0100,100.0
10010953,111190-01_10010953_0101,100.0
10010953,111190-01_10010953_0102,100.0
10010953,111190-03_10010953_0300,100.0
10010953,111190-03_10010953_0301,100.0
10010960,123420-18_10060991_0500,62.0
10010960,123420-18_10060991_0600,62.0
10010978,110980-01_10010978_0700,100.0
10010978,110980-01_10010978_0701,100.0
10010978,110980-01_10010978_0703,100.0
10010978,110980-01_10010978_0704,100.0
10010978,123510-03_10704620_1000,-0.2
10010978,123510-03_10817484_1000,-0.2
10010979,110980-01_10010979_0700,100.0
10010979,110980-01_10010979_0701,100.0
10010979,110980-01_10010979_0703,100.0
10010979,110980-01_10010979_0705,100.0
10011097,100440-08_10011097_0200,100.0
10011097,124260-14_10002244_0200,-11.2
10011097,124260-14_10006356_0100,-14.6
10011097,124260-14_10006386_0100,-20.7
10011136,123080-12_10933743_0100,-160.0
10011136,123080-06_10933743_0003,-160.0
10011211,124930-30_10011211_3000,100.0
10011214,111150-02_10011214_0200,100.0
10011214,111150-07_10082187_0400,-11.0
10011214,111190-01_10576627_0102,-62.65
10011214,111190-01_10576627_0111,-62.65
10011214,111190-03_10576627_0301,-62.65
10011214,111190-03_10576627_0302,-62.65
10011241,151210-51_10002209_0500,1.0
10011290,135100-21_10011338_0500,-100.0
10011296,151210-01_10071360_0100,1.3
10011296,151210-01_10072180_0200,7.0
10011296,151210-01_10072799_0500,5.0
10011296,151210-01_10609863_0100,5.0
10011296,151210-01_10609864_0100,1.0
10011296,151210-02_10072180_0500,7.0
10011296,151210-02_10072799_0600,5.0
10011296,151210-02_10593283_0200,6.0
10011296,151210-06_10072056_0700,0.4
10011296,151210-06_10081835_0700,4.0
10011296,151210-06_10089438_0700,3.0
10011296,151210-06_10587921_0600,2.0
10011296,151210-06_10587921_0700,2.0
10011296,151210-44_10010742_0100,3.0
10011296,151210-45_10211397_0500,0.5
10011296,151210-51_10002209_0500,0.1
10011296,151210-53_10005214_0100,0.6
10011296,151210-53_10082136_0100,1.0
10011329,123510-02_10011329_1000,100.0
10011338,135100-21_10011338_0500,100.0
10011467,123500-01_10205308_0100,105.0
10011514,123570-05_10083973_0300,2.3
10011566,151450-01_10011566_0100,100.0
10011664,111350-14_10011664_6411,100.0
10011664,111350-17_10011664_6711,100.0
10011844,110980-01_10011844_0700,100.0
10011844,110980-01_10011844_0702,100.0
10011844,110980-01_10011844_0703,100.0
10011844,111190-01_10011844_0101,100.0
10011844,111190-01_10011844_0103,100.0
10011844,111190-01_10011844_0109,100.0
10011884,111860-40_10076484_0071,0.15
10011884,111860-40_10860884_0070,0.15
10011884,111860-40_10860884_0081,0.07
10011884,111860-40_10869482_0071,0.15
10011930,111190-03_10011930_0300,100.0
10011930,123520-07_10012385_0201,-20.8
10011930,123520-07_10012385_0202,-20.8
10011993,123550-11_10011993_1000,100.0
10012005,124600-12_10012005_0400,100.0
10012063,135100-03_10012063_0100,100.0
10012063,135120-08_10993040_0100,-67.227
10012063,135150-03_10071134_0200,-105.042
10012221,111150-01_10012221_0400,100.0
10012221,111150-02_10012221_0100,100.0
10012221,111150-07_10082187_0300,-15.0
10012221,111150-07_10082187_0400,-13.0
10012221,111150-07_10208326_0100,-29.94
10012221,111150-07_10220499_0100,-12.0
10012221,111150-07_10291336_0100,-26.0
10012221,111150-07_10701220_0100,-34.4
10012233,135120-01_10966051_0100,-25.54
10012233,135120-01_10989132_0100,-105.2
10012233,135120-14_10014326_0100,-64.1
10012233,135130-02_10012233_0200,100.0
10012263,135100-21_10012263_0500,100.0
10012263,135130-22_10027616_0400,-102.0
10012293,124930-05_10012293_0501,100.0
10012293,124930-05_10012293_0502,100.0
10012293,124930-05_10012293_0503,100.0
10012336,123470-20_10012336_0300,100.0
10012384,123520-07_10012385_0201,-52.0
10012384,123520-07_10012385_0202,-52.0
10012384,123530-05_10012384_0800,100.0
10012385,123520-07_10012385_0201,100.0
10012385,123520-07_10012385_0202,100.0
10012422,123550-03_10012422_1000,100.0
10012422,123550-03_10012422_1100,100.0
10012569,123020-03_10061950_0700,-0.9420000000000001
10012569,123510-05_10000768_1000,-90.09299999999999
10012569,123510-05_10007287_1000,-85.178
10012569,123680-16_10012569_0400,100.0
10012569,123680-16_10012569_0100,100.0
10012569,123680-23_10016333_0200,-68.5
10012569,135090-09_10204863_0200,-0.23800000000000002
10012569,135090-09_10206768_0200,-0.185
10012569,135090-09_10207688_0200,-0.179
10012569,135090-09_10238180_0100,-0.24100000000000002
10012569,135090-09_10238181_0100,-0.036000000000000004
10012569,135090-09_10704791_0100,-0.23800000000000002
10012569,135090-15_10402079_0200,-0.10300000000000001
10012569,135090-16_10892252_0200,-0.039
10012569,135090-20_10892309_0100,-0.045
10012569,135090-20_10892252_0100,-0.039
10012569,136060-10_10062494_0200,-0.83
10012569,136060-10_10062494_0300,-0.83
10012569,136060-11_10062494_0300,-0.83
10012587,123590-02_10012587_0400,100.0
10012587,123590-02_10012587_0500,100.0
10012587,123590-06_10012587_0201,100.0
10012587,124870-01_10849238_0100,-0.88
10012587,134130-02_10028039_1400,-2.0
10012587,134130-35_10510314_1500,-27.13
10012587,134130-35_10567469_1500,-48.692
10012587,134130-35_10579655_1500,-40.625
10012587,134130-35_10716755_1500,-46.64
10012587,134130-35_10910721_1500,-39.81
10012587,134130-35_11026843_1500,-27.6
10012587,134130-35_11026845_1500,-27.6
10012630,135100-08_10012630_0500,100.0
10012630,135130-22_10023644_0400,-98.0
10012631,135100-08_10012630_0500,-100.0
10012680,110980-01_10012680_0700,100.0
10012680,111190-01_10012680_0101,100.0
10012680,111190-01_10012680_0102,100.0
10012680,111190-01_10205382_0101,-19.327
10012699,110980-01_10012699_0701,100.0
10012699,110980-01_10012699_0702,100.0
10012699,123520-17_10012766_0100,-32.37
10012699,123520-17_11041838_0100,-73.0
10012746,111180-08_10012746_0100,100.0
10012746,111180-08_10012746_0101,100.0
10012766,123520-17_10012766_0100,100.0
10012792,111130-11_10012792_0100,100.0
10012792,111700-11_10861621_0100,-50.0
10012792,123530-03_10939960_0200,-11.45
10012792,123530-05_10001294_0800,-4.19
10012792,123530-05_10001294_0801,-4.19
10012792,123530-05_10001294_0802,-4.19
10012792,123530-05_10064061_0800,-18.5
10012792,123530-05_10066090_0800,-10.66
10012792,123530-05_10066090_0801,-10.66
10012792,134130-03_10892089_0300,-10.41
10012792,134130-05_10892041_1700,-9.23
10012792,134130-05_10892062_1300,-9.61
10012792,134130-05_10998466_1300,-10.0
10012792,134130-05_11040726_1300,-9.61
10012870,123410-25_10012870_0300,100.0
10012918,124260-14_10002244_0200,-9.0
10012918,124260-14_10006356_0100,-7.8
10012918,124260-14_10006386_0100,-5.7
10012918,151210-95_10000713_0200,17.1
10012952,125040-05_10202171_0300,-34.4
10012952,125040-05_10211407_0300,-34.4
10012952,125040-05_11004958_0100,-34.4
10012983,111230-06_10012983_0100,100.0
10012983,111230-06_10012983_0200,100.0
10013116,123530-05_10013116_0800,100.0
10013116,123530-05_10013116_0801,100.0
10013130,124930-17_10013130_170A,100.0
10013130,124930-17_10013130_170B,100.0
10013130,124930-17_10013130_170C,100.0
10013228,123590-06_10013228_0300,100.0
10013242,100470-08_10013242_0110,100.0
10013354,123540-03_10767567_0100,-25.0
10013354,123540-03_10966282_0100,-55.0
10013354,123540-05_10013354_0100,100.0
10013354,123540-05_10577764_0100,-2.0
10013354,123540-05_10578440_0500,-3.0
10013354,123540-10_10017366_0100,-210.0
10013354,123540-14_10577763_0100,-3.0
10013354,123540-14_10577764_0200,-2.0
10013354,123540-14_10577767_0200,-3.0
10013354,123540-14_10577770_0200,-3.0
10013354,123540-14_10578440_0100,-3.0
10013354,123540-14_10606568_0100,-3.0
10013360,124870-03_10013987_0500,-8.333
10013360,124870-03_10063557_0100,-100.0
10013360,124870-04_10013360_0500,100.0
10013360,124870-05_10002994_0500,-11.24
10013360,124870-05_10087855_0500,-46.98
10013360,124870-05_10204204_0500,-17.917
10013360,124870-05_10569888_0100,-46.98
10013360,124870-05_10923363_0199,-31.833000000000002
10013360,124870-05_10923363_0200,-31.833000000000002
10013481,111190-01_10013481_0101,100.0
10013481,111190-01_10013481_0103,100.0
10013481,111190-01_10013481_0109,100.0
10013481,134130-02_10070011_1400,-4.0
10013481,134130-05_10141654_1400,-6.8
10013481,134130-05_10304443_1300,-7.5
10013481,134130-05_11031528_1300,-10.0
10013481,134130-08_10022460_1400,-5.0
10013481,134130-08_10208278_1400,-2.0
10013533,123420-17_10071235_0100,-8.0
10013610,111700-03_10013610_0100,100.0
10013726,123680-05_10565360_0200,-49.235
10013726,123680-09_10013726_0300,100.0
10013791,100600-01_10013791_0410,100.0
10013791,100630-10_10013791_0310,100.0
10013791,100630-20_10060583_0310,-140.0
10013888,123530-01_10071519_0500,-16.18
10013888,123530-01_10076780_0500,-6.53
10013888,123530-01_10555034_0500,-30.69
10013888,123530-01_10980930_0100,-8.308
10013888,123530-03_10555034_0100,-30.69
10013888,123530-04_10071519_0800,-16.18
10013888,123530-05_10071519_0600,-16.18
10013888,123680-01_10919480_0100,-66.6
10013914,123410-15_10013914_0100,100.0
10013950,111230-06_10850437_1111,-10.995999999999999
10013950,111240-12_10207217_0100,-4.677
10013950,111240-12_10586341_0100,-8.742
10013950,111240-12_10874067_0200,-10.542
10013950,111240-16_10234986_0300,-33.663000000000004
10013987,124870-03_10013987_0500,100.0
10013990,135130-33_10013990_0200,100.0
10014122,123550-06_10210252_1000,-65.5
10014326,135120-07_10009668_0200,-100.0
10014326,135120-14_10014326_0100,100.0
10014333,123410-25_10014333_0300,100.0
10014357,111500-01_10005489_0300,-86.0
10014357,124500-02_10014357_0200,100.0
10014361,111680-01_10014994_0200,1060.01
10014361,111680-01_10014994_0300,1220.01
10014361,151580-01_10209308_0010,-256.0
10014361,151580-01_10209308_0100,-256.0
10014374,111140-01_10014374_0100,100.0
10014496,136040-14_10014496_0500,100.0
10014496,136040-15_10212441_0100,-23.289
10014496,136040-15_10596700_0100,-35.103
10014496,136040-15_10857451_0100,-23.289
10014529,123530-01_10014529_0500,100.0
10014597,123410-15_10014597_0400,100.0
10014622,123420-17_10203138_0100,-40.0
10014688,110980-01_10014688_0100,100.0
10014758,124930-30_10014758_3000,100.0
10014806,123410-15_10014806_0200,100.0
10014806,123410-15_10014806_0210,100.0
10014827,111230-06_10014827_0100,100.0
10014827,111230-06_10014827_0200,100.0
10014969,111190-01_10014969_0101,100.0
10014969,111190-01_10014969_0103,100.0
10014969,111190-01_10014969_0105,100.0
10014969,123420-18_10060991_0500,-0.25
10014969,123420-18_10060991_0600,-0.25
10014994,111680-01_10014994_0200,100.0
10014994,111680-01_10014994_0300,100.0
10014994,111690-01_10003650_0200,-102.0
10015098,111140-01_10015098_0100,100.0
10015136,151450-11_10015136_0100,100.0
10015141,110980-01_10015141_0700,100.0
10015141,110980-01_10015141_0702,100.0
10015141,110980-01_10015141_0705,100.0
10015141,110980-01_10015141_0706,100.0
10015141,110980-02_10015141_0200,100.0
10015241,123680-01_10919480_0100,-33.4
10015241,124600-12_10015241_0300,100.0
10015258,135120-10_10015258_0300,100.0
10015258,135120-12_10026098_0500,-100.0
10015258,135120-12_10026218_0100,-99.0
10015258,135120-12_10026221_0100,-100.0
10015258,135120-12_10026257_0100,-100.0
10015258,135120-12_10026692_0200,-99.0
10015258,135120-12_10026720_0200,-97.0
10015258,135120-12_10026751_0100,-99.0
10015258,135120-12_10206520_0200,-97.0
10015258,135120-12_10562142_0100,-97.0
10015258,135120-12_10702664_0100,-99.92
10015258,135120-19_10016000_0100,-100.0
10015258,135120-19_10026118_0100,-93.5
10015258,135120-19_10026698_0100,-99.0
10015258,135120-19_10209801_0100,-99.0
10015264,100600-01_10200778_0210,-102.0
10015264,100610-10_10001639_0310,-22.0
10015264,100610-10_10001639_0320,-22.0
10015264,100610-10_10001639_0330,-22.0
10015264,100610-10_10001639_0340,-22.0
10015264,100610-10_10016821_0210,-25.0
10015264,100610-10_10016821_0220,-25.0
10015264,100610-10_10016821_0230,-25.0
10015264,100610-10_10016821_0240,-25.0
10015264,100610-10_10069663_0210,-22.0
10015264,100610-10_10069663_0310,-22.0
10015264,100610-10_10212726_0210,-32.0
