K,P,h
10006268,124270-01_10962482_0100,1
10006268,124270-01_10963394_0100,1
10006268,124270-01_11038358_0100,1
10006268,124270-02_11011434_0100,1
10006268,124270-01_10993262_0100,1
10006268,124270-01_11001150_0100,1
10006268,124270-01_11002955_0100,1
10006268,124270-01_11006153_0100,1
10006268,124270-01_11007013_0100,1
10006268,124270-01_10543736_0100,1
10006268,124270-01_10984407_0100,1
10006268,124600-08_10544173_0200,1
10006268,151450-01_10061757_0100,1
10006268,124860-06_10925529_0100,1
10006268,111040-01_10086660_0800,1
10006268,111040-01_10002211_0500,1
10006268,111040-01_10002211_0400,1
10006268,111040-01_10002153_0400,1
10006268,111040-01_10001590_0900,1
10006268,111040-01_10000712_0500,1
10006268,111040-01_11020356_0200,1
10006268,111040-01_10962482_0200,1
10006268,111040-01_10096275_0600,1
10006268,111040-01_10085796_0900,1
10006268,111040-01_10002153_0500,1
10006268,162590-01_10008321_0200,1
10006268,151560-04_10884067_0400,1
10006268,151450-01_11009986_0100,1
10006268,151450-01_11001813_0100,1
10006268,151450-01_10863162_0100,1
10006268,151450-01_10234650_0100,1
10006268,151210-01_10071360_0100,1
10006268,151210-01_10072180_0200,1
10006268,151210-01_10072799_0500,1
10006268,151210-02_10072180_0500,1
10006268,151210-02_10072799_0600,1
10006268,151210-02_10593283_0200,1
10006268,124600-08_10544173_0600,1
10006268,151450-01_10011566_0100,1
10006268,151450-01_10061761_0100,1
10006268,151450-01_10065344_0100,1
10006268,151450-01_10065346_0100,1
10006268,151450-01_10083932_0100,1
10006268,151450-01_10206132_0100,1
10006268,151450-01_10210649_0100,1
10006268,124270-01_10913974_0100,1
10006268,124270-01_10885120_0100,1
10006268,124270-01_10759168_0100,1
10006268,124270-01_10838703_0100,1
10006268,124270-01_10077451_0500,1
10006268,124260-16_10544206_0300,1
10006268,124260-01_10933769_0200,1
10006268,124270-01_10849826_0100,1
10006268,124260-01_10095915_0100,1
10006268,124260-01_10081062_0200,1
10006268,124260-01_10077801_0200,1
10006268,124260-01_10077801_0100,1
10006268,124260-01_10075869_0100,1
10006268,124260-01_10003313_0300,1
10006268,124260-01_10002256_0100,1
10006268,123350-16_10202393_0200,1
10006268,123080-09_10702798_0100,1
10006268,123080-08_10070489_0500,1
10006268,123080-07_10015691_0700,1
10006268,111610-02_11029600_0100,1
10006268,111610-02_10544222_0200,1
10006268,111040-04_10000712_0200,1
10006268,111040-04_10002153_0100,1
10006268,111040-04_10002153_0300,1
10006268,111040-04_10002211_0100,1
10006268,111040-04_10002211_0300,1
10006268,111040-04_10086660_0300,1
10006268,124270-01_10204515_0100,1
10006268,111040-04_10086660_0600,1
10006268,111040-04_10544130_0400,1
10006268,111040-04_11020356_0100,1
10006268,111040-05_10002177_0200,1
10006268,111040-05_10002258_0500,1
10006268,111040-05_10003340_0500,1
10006268,111610-01_10598137_0100,1
10006268,111040-04_10096275_0300,1
10006268,124270-01_10543981_0200,1
10006268,124260-01_10933769_0100,1
10006268,124270-01_10591535_0100,1
10006268,124270-01_10837936_0100,1
10006268,124270-01_10775303_0100,1
10006268,124270-01_10736637_0100,1
10006268,124270-01_10704066_0100,1
10006268,124270-01_10700537_0200,1
10006268,124270-01_10607486_0200,1
10006268,124270-01_10606744_0400,1
10006268,124270-01_10592505_0200,1
10006268,124270-01_10592504_0100,1
10006268,124270-01_10544173_0100,1
10006268,124270-01_10592500_0100,1
10006268,124270-01_10592487_0100,1
10006268,124270-01_10592486_0100,1
10006268,124270-01_10592481_0100,1
10006268,124270-01_10592460_0100,1
10006268,124270-01_10592502_0100,1
10006268,124270-01_10592458_0100,1
10006268,124270-01_10591539_0100,1
10006268,124270-01_10592459_0200,1
10006268,124270-01_10591541_0100,1
10006268,124270-01_10591551_0100,1
10006268,124270-01_10591556_0100,1
10006268,124270-01_10591561_0100,1
10006268,124270-01_10591561_0200,1
10006268,124270-01_10591540_0100,1
10006268,124270-01_10591568_0100,1
10006268,124270-01_10591579_0100,1
10006268,124270-01_10591582_0100,1
10006268,124270-01_10591640_0300,1
10006268,124270-01_10592450_0100,1
10006268,124270-01_10592454_0100,1
10006268,124270-01_10591562_0100,1
10006283,140330-05_10096575_0100,1
10006283,140330-04_10063220_0200,1
10006283,140330-03_10565136_0100,1
10006283,140330-02_10062974_0200,1
10006283,111680-01_10014994_0200,1
10006283,111680-01_10014994_0300,1
10006351,123550-06_10539409_1000,1
10006356,124270-01_10775303_0100,1
10006356,111040-01_10000712_0500,1
10006356,111040-01_10096275_0600,1
10006356,151140-02_10577602_0200,1
10006356,124600-08_10544173_0200,1
10006356,124270-01_10592505_0200,1
10006356,123540-08_10000714_0200,1
10006356,124270-01_10077451_0500,1
10006356,123540-08_10206697_0300,1
10006356,124270-01_10592459_0200,1
10006356,123540-07_10206697_0200,1
10006356,111040-04_10096275_0300,1
10006356,111040-04_10000712_0200,1
10006386,111040-01_10962482_0200,1
10006386,111040-01_10085796_0900,1
10006386,151330-08_10075303_0400,1
10006386,124500-02_10019348_0300,1
10006386,124270-01_10543736_0100,1
10006386,124270-01_10962482_0100,1
10006386,124270-01_10849826_0100,1
10006386,123540-08_10002172_0500,1
10006386,123540-08_10002170_0300,1
10006386,123540-08_10000960_0200,1
10006386,123540-05_10062060_0100,1
10006386,123080-08_10594895_0200,1
10006388,123420-13_10212873_0100,1
10006396,135150-12_10080698_0300,1
10006396,135150-12_10080697_0300,1
10006396,135150-12_10080696_0300,1
10006396,135150-12_10080694_0300,1
10006396,135150-12_10080690_0300,1
10006396,135150-12_10080691_0300,1
10006396,135150-12_10080689_0300,1
10006396,135150-12_10080692_0300,1
10006433,123590-04_10205766_0500,1
10006433,123590-04_10554716_0400,1
10006433,123590-05_10019086_0400,1
10006433,123590-05_10064778_0400,1
10006433,123590-05_10067321_0300,1
10006433,123590-05_10084593_0100,1
10006433,123590-05_10911789_0100,1
10006433,123590-06_10206065_0100,1
10006433,123590-06_10519403_0200,1
10006433,123590-06_10904886_0100,1
10006433,123590-06_11016416_0100,1
10006433,123590-02_10554716_0200,1
10006433,123590-05_10913078_0100,1
10006433,123590-02_10205766_0400,1
10006433,111240-06_10559565_0200,1
10006433,123590-01_10205766_0301,1
10006433,111240-06_10015455_0100,1
10006433,123590-01_10554716_0100,1
10006433,111240-06_10065903_0300,1
10006433,111240-06_10086130_0200,1
10006433,111240-06_10086775_0700,1
10006433,111240-06_10209609_0200,1
10006433,111240-06_10015456_0200,1
10006433,111240-06_10589082_0300,1
10006433,111240-06_10596645_0800,1
10006433,111240-06_10709255_0100,1
10006433,111240-06_10911052_0100,1
10006433,111240-06_10913351_0100,1
10006433,111240-06_11018259_0100,1
10006507,151450-01_11009986_0100,1
10006507,151450-01_10210649_0100,1
10006507,151450-01_10234650_0100,1
10006507,151450-01_10559626_0100,1
10006507,151450-01_10701832_0100,1
10006507,151450-01_10863162_0100,1
10006507,151450-01_10756753_0100,1
10006507,151450-01_10206132_0100,1
10006507,151450-01_10884553_0100,1
10006507,151450-01_11001813_0100,1
10006507,151450-01_10703305_0100,1
10006507,151450-01_10205956_0200,1
10006507,151450-01_10069643_0100,1
10006507,151450-01_10083932_0100,1
10006507,151450-01_10077723_0100,1
10006507,151450-01_10065346_0100,1
10006507,151450-01_10065344_0100,1
10006507,151450-01_10061761_0100,1
10006507,151450-01_10061757_0100,1
10006507,151450-01_10060839_0100,1
10006507,151450-01_10011566_0100,1
10006507,151210-51_10002209_0500,1
10006507,111810-01_10000446_0100,1
10006507,111160-01_10003689_0401,1
10006507,151450-01_10205956_0100,1
10006561,123680-12_10592242_1200,1
10006561,111420-01_10401366_0101,1
10006561,111450-01_10008425_0101,1
10006728,134130-02_10028039_1400,1
10006728,134130-05_10954824_1500,1
10006788,135100-21_10006796_0500,1
10006796,135130-22_10025484_0400,1
10006906,111240-05_10070749_0300,1
10007061,151210-06_10072056_0700,1
10007061,151210-06_10587921_0700,1
10007061,151210-06_10089438_0700,1
10007061,151210-06_10081835_0700,1
10007061,151210-02_10593283_0200,1
10007061,151210-06_10587921_0600,1
10007061,151210-02_10072180_0500,1
10007061,151210-01_10609863_0100,1
10007061,151210-01_10072799_0500,1
10007061,151210-01_10072180_0200,1
10007061,151210-01_10071360_0100,1
10007061,151210-02_10072799_0600,1
10007102,135090-01_10080289_0200,1
10007141,135130-08_10020903_0100,1
10007144,124600-10_10003860_0700,1
10007144,124600-10_10003860_0800,1
10007191,123580-01_10963482_0100,1
10007191,123580-01_10957381_0100,1
10007191,123580-01_10917556_0100,1
10007191,123580-01_10911160_0100,1
10007191,123530-02_10214007_0800,1
10007191,123580-01_10595091_0100,1
10007191,123530-05_10932976_0800,1
10007191,123530-02_10780647_0800,1
10007191,123580-01_10963483_0100,1
10007191,123530-02_10207619_0800,1
10007191,123580-01_10868280_0100,1
10007191,123580-01_10988604_0100,1
10007191,123580-01_11011523_0100,1
10007191,123580-01_11002442_0100,1
10007191,123580-01_11002443_0100,1
10007191,123580-01_11002808_0100,1
10007191,123580-01_11022163_0100,1
10007191,123580-02_11009668_0100,1
10007191,124260-01_10002256_0100,1
10007191,124260-01_10003313_0300,1
10007191,125040-05_10211407_0300,1
10007191,135090-01_10080289_0200,1
10007191,151330-06_10074454_0600,1
10007191,151330-08_10074454_0700,1
10007191,123530-02_10077024_0800,1
10007191,123530-02_10068493_0800,1
10007191,123580-01_10995492_0100,1
10007191,123520-07_10079859_0100,1
10007191,123530-01_10780647_0900,1
10007191,100410-09_10552330_0100,1
10007191,111190-01_10064793_0101,1
10007191,111190-01_10064793_0103,1
10007191,111190-01_10064793_0110,1
10007191,111190-01_10586479_0101,1
10007191,111190-01_10586479_0106,1
10007191,111190-01_10938590_0100,1
10007191,111190-01_10938590_0101,1
10007191,111190-01_10938590_0102,1
10007191,111450-01_10008425_0101,1
10007191,111600-05_10863459_0100,1
10007191,111190-01_10586479_0107,1
10007191,111640-07_10071687_0700,1
10007191,111640-03_10904146_0300,1
10007191,123020-85_10291717_0700,1
10007191,123020-73_10291717_0800,1
10007191,123020-30_11011545_0700,1
10007191,123020-30_10932973_1100,1
10007191,123020-03_10061950_0700,1
10007191,123520-03_10079859_0300,1
10007191,112020-01_10201720_0100,1
10007191,112020-01_10201341_0100,1
10007191,111640-08_10904146_0800,1
10007191,111640-08_10071687_0800,1
10007191,112020-01_10511986_0100,1
10007287,123530-05_10071182_0800,1
10007287,124930-21_10207205_2100,1
10007287,124930-21_11001047_2100,1
10007402,123530-01_10713766_0100,1
10007402,123530-01_10869741_0100,1
10007402,123530-01_10982954_0100,1
10007402,123530-01_11011680_0100,1
10007402,123530-03_10713766_0300,1
10007777,123180-03_10083190_0300,1
10007780,151560-04_10884067_0400,1
10007979,134130-05_10577651_1700,1
10007979,123550-10_10219792_1100,1
10007979,123550-04_10542819_1000,1
10007979,123550-10_10219791_1000,1
10007980,111190-01_10017954_0111,1
10007980,111190-01_10017954_0105,1
10007980,111190-01_10017954_0101,1
10007980,111190-01_10017927_0112,1
10007980,111190-01_10017927_0106,1
10007980,111190-01_10017927_0101,1
10007980,111190-01_10017925_0104,1
10007980,111190-01_10017770_0102,1
10007980,111190-01_10017925_0101,1
10007980,111190-01_10017924_0112,1
10007980,111190-01_10017924_0105,1
10007980,111190-01_10017924_0101,1
10007980,111190-01_10017904_0107,1
10007980,111190-01_10017904_0105,1
10007980,111190-01_10017904_0101,1
10007980,111190-01_10017955_0101,1
10007980,111190-01_10017925_0103,1
10007980,111190-01_10019490_0108,1
10007980,111190-01_10017955_0109,1
10007980,111190-01_10019490_0105,1
10007980,111190-01_10019490_0100,1
10007980,111190-01_10019261_0103,1
10007980,111190-01_10019261_0102,1
10007980,111190-01_10019261_0101,1
10007980,111190-01_10019261_0100,1
10007980,111190-01_10017955_0104,1
10007980,111190-01_10018741_0111,1
10007980,111190-01_10018741_0101,1
10007980,111190-01_10018113_0102,1
10007980,111190-01_10018113_0101,1
10007980,111190-01_10017956_0103,1
10007980,111190-01_10017956_0102,1
10007980,111190-01_10017956_0101,1
10007980,111190-01_10018741_0106,1
10007980,111190-01_10017770_0101,1
10007980,111190-01_10012680_0101,1
10007980,111190-01_10017769_0103,1
10007980,111190-01_10011844_0101,1
10007980,111190-01_10010953_0102,1
10007980,111190-01_10010953_0101,1
10007980,111190-01_10010953_0100,1
10007980,111190-01_10006003_0109,1
10007980,111190-01_10006003_0103,1
10007980,111190-01_10011844_0103,1
10007980,111190-01_10006003_0102,1
10007980,111190-01_10005561_0106,1
10007980,111190-01_10005561_0101,1
10007980,111190-01_10004665_0102,1
10007980,111190-01_10004665_0101,1
10007980,111190-01_10004665_0100,1
10007980,111190-01_10001570_0100,1
10007980,111190-01_10005561_0107,1
10007980,111190-01_10011844_0109,1
10007980,111190-01_10060177_0100,1
10007980,111190-01_10012680_0102,1
10007980,111190-01_10017769_0102,1
10007980,111190-01_10017769_0101,1
10007980,111190-01_10017329_0103,1
10007980,111190-01_10017329_0102,1
10007980,111190-01_10017329_0101,1
10007980,111190-01_10016965_0105,1
10007980,111190-01_10016965_0103,1
10007980,111190-01_10016965_0101,1
10007980,111190-01_10016723_0110,1
10007980,111190-01_10016723_0106,1
10007980,111190-01_10016723_0104,1
10007980,111190-01_10016723_0101,1
10007980,111190-01_10016630_0105,1
10007980,111190-01_10016630_0103,1
10007980,111190-01_10016630_0101,1
10007980,111190-01_10017770_0100,1
10007980,111190-01_10060177_0103,1
10007980,111190-01_10068024_0101,1
10007980,111190-01_10060178_0100,1
10007980,111190-01_10082972_0101,1
10007980,111190-01_10079828_0106,1
10007980,111190-01_10079828_0103,1
10007980,111190-01_10077955_0105,1
10007980,111190-01_10077955_0104,1
10007980,111190-01_10077955_0101,1
10007980,111190-01_10082972_0103,1
10007980,111190-01_10077239_0105,1
10007980,111190-01_10077239_0101,1
10007980,111190-01_10076074_0105,1
10007980,111190-01_10076074_0104,1
10007980,111190-01_10076074_0103,1
10007980,111190-01_10076074_0102,1
10007980,111190-01_10076074_0101,1
10007980,111190-01_10077239_0104,1
10007980,111190-01_10082972_0104,1
10007980,111190-01_10085701_0101,1
10007980,111190-01_10085701_0106,1
10007980,111190-01_10089662_0101,1
10007980,111190-01_10089440_0107,1
10007980,111190-01_10089440_0102,1
10007980,111190-01_10089440_0100,1
10007980,111190-01_10088833_0102,1
10007980,111190-01_10088833_0101,1
10007980,111190-01_10088833_0100,1
10007980,111190-01_10088210_0101,1
10007980,111190-01_10088210_0100,1
10007980,111190-01_10088146_0104,1
10007980,111190-01_10088146_0103,1
10007980,111190-01_10088146_0102,1
10007980,111190-01_10088146_0101,1
10007980,111190-01_10088146_0100,1
10007980,111190-01_10085701_0112,1
10007980,111190-01_10076073_0102,1
10007980,111190-01_10076073_0101,1
10007980,111190-01_10076073_0100,1
10007980,111190-01_10076072_0102,1
10007980,111190-01_10066203_0100,1
10007980,151330-09_10068731_0400,1
10007980,111190-01_10065975_0111,1
10007980,111190-01_10065975_0105,1
10007980,111190-01_10065975_0101,1
10007980,111190-01_10065494_0107,1
10007980,111190-01_10065494_0103,1
10007980,111190-01_10064793_0110,1
10007980,111190-01_10064793_0103,1
10007980,111190-01_10064793_0101,1
10007980,111190-01_10060180_0108,1
10007980,111190-01_10060180_0105,1
10007980,111190-01_10060180_0100,1
10007980,111190-01_10060178_0109,1
10007980,111190-01_10060178_0104,1
10007980,111190-01_10066203_0101,1
10007980,111190-01_10060177_0109,1
10007980,111190-01_10066203_0102,1
10007980,111190-01_10068024_0105,1
10007980,111190-01_10076072_0101,1
10007980,111190-01_10076072_0100,1
10007980,111190-01_10076071_0103,1
10007980,111190-01_10076071_0102,1
10007980,111190-01_10076071_0101,1
10007980,111190-01_10076071_0100,1
10007980,111190-01_10076069_0101,1
10007980,111190-01_10076069_0100,1
10007980,111190-01_10076068_0106,1
10007980,111190-01_10076068_0104,1
10007980,111190-01_10076068_0103,1
10007980,111190-01_10076068_0102,1
10007980,111190-01_10076068_0101,1
10007980,111190-01_10071740_0200,1
10007980,111190-01_10068024_0107,1
10007980,111190-01_10000987_0102,1
10007980,111190-01_10000987_0101,1
10007980,110980-02_10973077_0200,1
10007980,111180-09_10914597_0400,1
10007980,110980-02_10076072_0200,1
10007980,110980-02_10076070_0200,1
10007980,110980-02_10075511_0700,1
10007980,110980-02_10067363_0702,1
10007980,110980-02_10067363_0701,1
10007980,110980-02_10067363_0700,1
10007980,110980-02_10080123_0200,1
10007980,110980-02_10065272_0200,1
10007980,110980-02_10064839_0700,1
10007980,110980-02_10064667_0700,1
10007980,110980-02_10019699_0200,1
10007980,110980-02_10018952_0201,1
10007980,110980-02_10018952_0200,1
10007980,110980-02_10016965_0801,1
10007980,110980-02_10064839_0701,1
10007980,110980-02_10080123_0201,1
10007980,110980-02_10080123_0202,1
10007980,110980-02_10080123_0800,1
10007980,110980-02_10233851_0201,1
10007980,110980-02_10233851_0200,1
10007980,110980-02_10212145_0200,1
